Format Version,1.0,
Take Name,Take 2022-10-21 01.58.24 PM,
Capture Frame Rate,300.00,
Export Frame Rate,300.00,
Capture Start Time,21 Oct 2022 13:58:24 +0900,
Total Frames In Take,32253,
Total Exported Frames,32253,
Coordinate Space,Local,
Device Name,AMTI 3194 3194,
Device Type,2,
Device Channel Count,6,
Mocap Rate,300.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,1,
PosX_PosY_X,0.502139,
PosX_PosY_Y,-0.000029,
PosX_PosY_Z,0.501192,
NegX_PosY_X,-0.000017,
NegX_PosY_Y,0.000014,
NegX_PosY_Z,0.501749,
NegX_NegY_X,-0.000020,
NegX_NegY_Y,0.000034,
NegX_NegY_Z,0.000002,
PosX_NegY_X,0.502136,
PosX_NegY_Y,-0.000009,
PosX_NegY_Z,-0.000555,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
19579,65.263000,19579,-12.199707,-0.119350,669.812500,24.625000,30.099609,-2.792480,-0.044937,0.036764,0.000000,-3.246354
19580,65.266000,19580,-11.903809,-0.095821,669.812500,24.673828,30.325195,-2.646118,-0.045274,0.036837,0.000000,-3.088956
19581,65.269000,19581,-12.609375,-0.551727,669.906250,24.750977,30.445312,-2.808472,-0.045447,0.036947,0.000000,-3.299424
19582,65.273000,19582,-13.659180,-0.064217,670.250000,24.849609,30.747070,-2.840698,-0.045874,0.037075,0.000000,-3.350060
19583,65.276000,19583,-13.397461,0.610870,670.906250,24.999023,31.049805,-2.773071,-0.046280,0.037262,0.000000,-3.244010
19584,65.280000,19584,-13.132812,0.712311,670.656250,25.091797,31.325195,-2.838745,-0.046708,0.037414,0.000000,-3.296823
19585,65.283000,19585,-12.895020,0.362045,671.125000,25.147461,31.550781,-2.952148,-0.047012,0.037471,0.000000,-3.418312
19586,65.286000,19586,-13.220703,0.240211,671.500000,25.264648,31.828125,-2.918213,-0.047399,0.037624,0.000000,-3.404246
19587,65.290000,19587,-13.291992,0.188026,671.343750,25.382812,32.066406,-2.754517,-0.047765,0.037809,0.000000,-3.248092
19588,65.293000,19588,-12.535645,0.717438,671.843750,25.561523,32.312500,-2.653931,-0.048095,0.038047,0.000000,-3.096367
19589,65.296000,19589,-12.900879,0.917908,672.250000,25.529297,32.587891,-2.703613,-0.048476,0.037976,0.000000,-3.149040
19590,65.299000,19590,-13.192383,0.529785,672.250000,25.630859,32.771484,-2.637329,-0.048749,0.038127,0.000000,-3.114488
19591,65.303000,19591,-12.867188,0.789429,672.062500,25.697266,33.046875,-2.768066,-0.049172,0.038236,0.000000,-3.221243
19592,65.306000,19592,-13.514648,1.981445,671.937500,25.833984,33.339844,-2.604126,-0.049617,0.038447,0.000000,-3.025409
19593,65.310000,19593,-13.059082,1.667114,672.156250,25.888672,33.550781,-2.913330,-0.049915,0.038516,0.000000,-3.333097
19594,65.313000,19594,-13.380371,1.210815,672.781250,26.011719,33.804688,-3.057739,-0.050246,0.038663,0.000000,-3.514225
19595,65.316000,19595,-13.893066,0.695679,672.406250,26.140625,33.929688,-2.779053,-0.050460,0.038876,0.000000,-3.284059
19596,65.319000,19596,-14.086426,0.363525,673.031250,26.214844,34.189453,-2.777588,-0.050799,0.038950,0.000000,-3.307793
19597,65.323000,19597,-14.729492,0.285690,673.281250,26.210938,34.433594,-2.875732,-0.051143,0.038930,0.000000,-3.434543
19598,65.326000,19598,-14.717773,0.691925,673.375000,26.366211,34.650391,-3.069214,-0.051458,0.039155,0.000000,-3.609888
19599,65.329000,19599,-14.272949,0.778839,673.906250,26.365234,34.908203,-3.003174,-0.051800,0.039123,0.000000,-3.521231
19600,65.333000,19600,-14.176270,0.517212,674.000000,26.485352,35.201172,-2.736816,-0.052227,0.039296,0.000000,-3.266871
19601,65.336000,19601,-14.647461,0.848389,674.000000,26.474609,35.355469,-2.767944,-0.052456,0.039280,0.000000,-3.298791
19602,65.340000,19602,-14.395996,0.658142,673.875000,26.550781,35.507812,-3.026123,-0.052692,0.039400,0.000000,-3.558649
19603,65.343000,19603,-13.679688,0.688599,673.750000,26.624023,35.773438,-2.940918,-0.053096,0.039516,0.000000,-3.444925
19604,65.346000,19604,-13.828125,0.021207,674.218750,26.725586,36.009766,-2.723755,-0.053410,0.039639,0.000000,-3.270760
19605,65.349000,19605,-14.667969,-0.083107,673.843750,26.749023,36.269531,-2.753540,-0.053825,0.039696,0.000000,-3.340276
19606,65.353000,19606,-14.928223,0.369431,673.687500,26.759766,36.457031,-2.881836,-0.054116,0.039721,0.000000,-3.454813
19607,65.356000,19607,-14.767578,-0.031180,673.593750,26.791992,36.724609,-2.813232,-0.054520,0.039775,0.000000,-3.402308
19608,65.359000,19608,-14.672363,-0.168846,673.562500,26.889648,36.873047,-2.597900,-0.054743,0.039922,0.000000,-3.192887
19609,65.363000,19609,-15.458008,-0.027073,673.187500,26.907227,37.109375,-2.758545,-0.055125,0.039970,0.000000,-3.377892
19610,65.366000,19610,-14.898438,0.004107,673.281250,26.928711,37.351562,-2.706665,-0.055477,0.039996,0.000000,-3.302319
19611,65.370000,19611,-14.187012,0.031834,672.875000,27.002930,37.664062,-2.800171,-0.055975,0.040131,0.000000,-3.367723
19612,65.373000,19612,-14.686035,0.089367,672.625000,26.997070,37.839844,-2.717163,-0.056257,0.040137,0.000000,-3.301587
19613,65.376000,19613,-14.469238,-0.262634,672.218750,27.125977,38.183594,-2.597046,-0.056802,0.040353,0.000000,-3.195840
19614,65.379000,19614,-14.812988,-0.188622,672.437500,27.214844,38.339844,-2.610107,-0.057016,0.040472,0.000000,-3.220372
19615,65.383000,19615,-15.255859,-0.049116,671.125000,27.306641,38.564453,-2.737549,-0.057462,0.040688,0.000000,-3.361099
19616,65.386000,19616,-14.973145,-0.264130,672.031250,27.284180,38.867188,-2.865356,-0.057835,0.040600,0.000000,-3.488536
19617,65.390000,19617,-14.831055,0.421402,671.468750,27.458984,39.062500,-2.762329,-0.058175,0.040894,0.000000,-3.344314
19618,65.393000,19618,-14.491211,0.631012,671.343750,27.574219,39.244141,-2.562256,-0.058456,0.041073,0.000000,-3.120569
19619,65.396000,19619,-14.876465,0.704651,671.062500,27.615234,39.544922,-2.689453,-0.058929,0.041152,0.000000,-3.260118
19620,65.400000,19620,-15.104980,1.159058,670.250000,27.654297,39.753906,-3.063110,-0.059312,0.041260,0.000000,-3.617591
19621,65.403000,19621,-15.287598,0.295151,670.375000,27.928711,40.009766,-2.908325,-0.059683,0.041661,0.000000,-3.527611
19622,65.406000,19622,-15.100586,-0.137009,670.375000,27.939453,40.259766,-2.660645,-0.060056,0.041677,0.000000,-3.298225
19623,65.409000,19623,-15.049805,0.342163,670.468750,28.043945,40.527344,-2.721069,-0.060446,0.041827,0.000000,-3.329880
19624,65.413000,19624,-15.555176,0.448914,670.343750,28.062500,40.798828,-2.865356,-0.060863,0.041863,0.000000,-3.489218
19625,65.416000,19625,-15.494629,0.120193,670.437500,28.230469,41.068359,-2.875732,-0.061256,0.042108,0.000000,-3.520810
19626,65.420000,19626,-15.229492,0.912750,670.718750,28.259766,41.292969,-2.774658,-0.061565,0.042134,0.000000,-3.360137
19627,65.423000,19627,-15.489746,0.921356,670.406250,28.400391,41.623047,-2.621948,-0.062086,0.042363,0.000000,-3.220936
19628,65.426000,19628,-15.649414,0.757751,671.187500,28.443359,41.955078,-2.682861,-0.062509,0.042378,0.000000,-3.298681
19629,65.430000,19629,-16.291016,1.405273,670.875000,28.568359,42.224609,-2.563232,-0.062940,0.042584,0.000000,-3.168517
19630,65.433000,19630,-16.177734,1.485535,670.656250,28.662109,42.517578,-2.591675,-0.063397,0.042737,0.000000,-3.188891
19631,65.436000,19631,-15.810547,1.104858,670.750000,28.738281,42.890625,-2.717285,-0.063944,0.042845,0.000000,-3.324039
19632,65.439000,19632,-16.614258,1.524475,671.062500,28.894531,43.201172,-2.909668,-0.064377,0.043058,0.000000,-3.526901
19633,65.443000,19633,-16.719727,1.634399,670.656250,29.010742,43.464844,-2.889038,-0.064809,0.043257,0.000000,-3.506363
19634,65.446000,19634,-16.612305,2.268921,671.406250,29.039062,43.855469,-2.769409,-0.065319,0.043251,0.000000,-3.339706
19635,65.450000,19635,-16.840820,1.975769,670.656250,29.140625,44.140625,-2.716431,-0.065817,0.043451,0.000000,-3.318141
19636,65.453000,19636,-16.767578,2.204590,670.375000,29.275391,44.431641,-2.858887,-0.066279,0.043670,0.000000,-3.445012
19637,65.456000,19637,-16.475586,2.695557,670.843750,29.264648,44.781250,-2.806274,-0.066754,0.043624,0.000000,-3.345061
19638,65.459000,19638,-16.957031,2.870239,670.718750,29.280273,45.078125,-2.655396,-0.067209,0.043655,0.000000,-3.202751
19639,65.463000,19639,-17.493164,2.933960,671.218750,29.367188,45.351562,-2.454224,-0.067566,0.043752,0.000000,-3.021349
19640,65.466000,19640,-17.200195,3.080078,670.843750,29.433594,45.626953,-2.516113,-0.068014,0.043875,0.000000,-3.061291
19641,65.469000,19641,-17.626953,2.483643,671.343750,29.490234,45.707031,-2.661377,-0.068083,0.043927,0.000000,-3.266586
19642,65.473000,19642,-17.918945,2.462402,671.437500,29.557617,46.011719,-2.607788,-0.068527,0.044021,0.000000,-3.227864
19643,65.476000,19643,-17.674805,2.121460,671.437500,29.612305,46.261719,-2.555298,-0.068900,0.044103,0.000000,-3.188640
19644,65.480000,19644,-17.199219,2.822632,671.687500,29.691406,46.523438,-2.420166,-0.069264,0.044204,0.000000,-2.984938
19645,65.483000,19645,-16.838867,2.995972,671.687500,29.831055,46.679688,-2.482056,-0.069496,0.044412,0.000000,-3.021697
19646,65.486000,19646,-17.349609,3.077881,671.531250,29.850586,46.878906,-2.594482,-0.069809,0.044452,0.000000,-3.150835
19647,65.489000,19647,-17.398438,3.151123,671.281250,29.944336,47.142578,-2.689209,-0.070228,0.044608,0.000000,-3.244018
19648,65.493000,19648,-17.445312,3.379028,671.937500,30.049805,47.431641,-2.667358,-0.070589,0.044721,0.000000,-3.209009
19649,65.496000,19649,-17.574219,3.025024,672.156250,30.150391,47.667969,-2.843872,-0.070918,0.044856,0.000000,-3.417657
19650,65.500000,19650,-17.860352,2.987671,672.406250,30.147461,47.853516,-2.825317,-0.071168,0.044835,0.000000,-3.413464
19651,65.503000,19651,-18.150391,2.562134,672.375000,30.293945,47.990234,-2.755981,-0.071374,0.045055,0.000000,-3.390879
19652,65.506000,19652,-18.599609,2.691406,672.625000,30.429688,48.308594,-2.799683,-0.071821,0.045240,0.000000,-3.447833
19653,65.510000,19653,-18.712891,3.484985,673.187500,30.456055,48.429688,-2.797485,-0.071941,0.045242,0.000000,-3.393373
19654,65.513000,19654,-18.387695,3.597778,673.000000,30.572266,48.681641,-2.760376,-0.072335,0.045427,0.000000,-3.335425
19655,65.516000,19655,-17.770508,3.919189,673.000000,30.523438,48.703125,-2.646240,-0.072367,0.045354,0.000000,-3.168588
19656,65.519000,19656,-17.903320,4.095459,673.156250,30.542969,48.869141,-2.545654,-0.072597,0.045373,0.000000,-3.060659
19657,65.523000,19657,-18.011719,4.296143,673.375000,30.628906,49.035156,-2.493042,-0.072820,0.045486,0.000000,-2.999472
19658,65.526000,19658,-18.366211,4.002197,673.531250,30.701172,49.312500,-2.538330,-0.073215,0.045582,0.000000,-3.082486
19659,65.530000,19659,-18.389648,3.538452,673.656250,30.685547,49.384766,-2.718384,-0.073309,0.045551,0.000000,-3.296647
19660,65.533000,19660,-17.801758,3.767212,673.656250,30.636719,49.501953,-2.537231,-0.073483,0.045478,0.000000,-3.070000
19661,65.536000,19661,-17.376953,3.761597,674.156250,30.682617,49.783203,-2.747192,-0.073845,0.045513,0.000000,-3.260287
19662,65.540000,19662,-17.326172,3.536377,673.625000,30.733398,50.003906,-2.563843,-0.074231,0.045624,0.000000,-3.091821
19663,65.543000,19663,-17.165039,3.446655,674.531250,30.708984,50.130859,-2.595215,-0.074320,0.045526,0.000000,-3.120523
19664,65.546000,19664,-17.666016,3.918823,673.875000,30.818359,50.427734,-2.739258,-0.074832,0.045733,0.000000,-3.253923
19665,65.549000,19665,-17.915039,3.484497,673.875000,30.728516,50.710938,-2.556885,-0.075253,0.045600,0.000000,-3.111588
19666,65.553000,19666,-18.305664,3.874512,673.875000,30.761719,50.988281,-2.438721,-0.075664,0.045649,0.000000,-2.981194
19667,65.556000,19667,-18.220703,3.436768,673.593750,30.820312,51.160156,-2.682983,-0.075951,0.045755,0.000000,-3.255646
19668,65.560000,19668,-17.932617,2.707275,673.062500,30.744141,51.384766,-2.682861,-0.076345,0.045678,0.000000,-3.295301
19669,65.563000,19669,-18.065430,2.485718,673.468750,30.717773,51.648438,-2.515869,-0.076690,0.045611,0.000000,-3.149226
19670,65.566000,19670,-18.422852,2.719604,673.187500,30.807617,51.779297,-2.546143,-0.076917,0.045764,0.000000,-3.180059
19671,65.569000,19671,-18.601562,2.604858,673.187500,30.709961,52.064453,-2.492920,-0.077340,0.045619,0.000000,-3.140039
19672,65.573000,19672,-18.326172,2.569702,672.906250,30.759766,52.214844,-2.521240,-0.077596,0.045712,0.000000,-3.159564
19673,65.576000,19673,-18.038086,2.494751,672.625000,30.667969,52.492188,-2.565796,-0.078041,0.045594,0.000000,-3.193540
19674,65.579000,19674,-18.541992,2.490234,672.000000,30.689453,52.689453,-2.478638,-0.078407,0.045669,0.000000,-3.130177
19675,65.583000,19675,-18.484375,2.824829,671.437500,30.683594,52.859375,-2.655762,-0.078726,0.045698,0.000000,-3.278081
19676,65.586000,19676,-18.039062,2.316650,671.062500,30.624023,53.164062,-2.649414,-0.079224,0.045635,0.000000,-3.289095
19677,65.590000,19677,-18.727539,2.526245,670.781250,30.617188,53.355469,-2.743896,-0.079542,0.045644,0.000000,-3.397754
19678,65.593000,19678,-18.794922,2.555298,670.375000,30.636719,53.496094,-2.773193,-0.079800,0.045701,0.000000,-3.428224
19679,65.596000,19679,-18.294922,2.092041,670.125000,30.698242,53.824219,-2.896118,-0.080320,0.045810,0.000000,-3.566171
19680,65.599000,19680,-18.352539,1.814087,670.125000,30.701172,53.894531,-2.878052,-0.080425,0.045814,0.000000,-3.572960
19681,65.603000,19681,-19.281250,1.810303,669.843750,30.650391,54.031250,-2.957642,-0.080662,0.045758,0.000000,-3.693880
19682,65.606000,19682,-19.073242,1.802734,669.281250,30.746094,54.326172,-2.867310,-0.081171,0.045939,0.000000,-3.597185
19683,65.609000,19683,-19.174805,1.979980,668.875000,30.812500,54.490234,-2.846558,-0.081465,0.046066,0.000000,-3.568567
19684,65.613000,19684,-19.395508,2.231689,668.625000,30.755859,54.673828,-2.661865,-0.081771,0.045999,0.000000,-3.371546
19685,65.616000,19685,-18.807617,2.386597,668.750000,30.825195,54.884766,-2.640015,-0.082071,0.046094,0.000000,-3.311059
19686,65.620000,19686,-18.436523,2.327393,668.437500,30.875977,55.138672,-2.551270,-0.082489,0.046191,0.000000,-3.210892
19687,65.623000,19687,-18.477539,2.186157,668.593750,30.994141,55.328125,-2.512695,-0.082753,0.046357,0.000000,-3.188351
19688,65.626000,19688,-17.973633,2.125122,669.125000,31.040039,55.541016,-2.638916,-0.083005,0.046389,0.000000,-3.296298
19689,65.629000,19689,-18.482422,2.451050,668.687500,31.104492,55.736328,-2.650513,-0.083352,0.046516,0.000000,-3.305937
19690,65.633000,19690,-18.685547,3.495605,668.687500,31.079102,55.923828,-2.744873,-0.083632,0.046478,0.000000,-3.320990
19691,65.636000,19691,-18.587891,3.183105,669.187500,31.126953,56.214844,-2.935181,-0.084005,0.046515,0.000000,-3.532393
19692,65.640000,19692,-18.342773,3.362671,669.437500,31.168945,56.511719,-2.780273,-0.084417,0.046560,0.000000,-3.350446
19693,65.643000,19693,-18.997070,3.417236,669.312500,31.190430,56.611328,-2.810425,-0.084581,0.046601,0.000000,-3.406667
19694,65.646000,19694,-18.911133,3.502441,669.562500,31.231445,56.876953,-2.656006,-0.084946,0.046645,0.000000,-3.240587
19695,65.650000,19695,-19.131836,3.643799,669.906250,31.294922,57.037109,-2.652100,-0.085142,0.046715,0.000000,-3.235610
19696,65.653000,19696,-19.163086,3.990479,669.656250,31.240234,57.277344,-2.630615,-0.085532,0.046651,0.000000,-3.183280
19697,65.656000,19697,-19.325195,3.973267,670.062500,31.352539,57.535156,-2.689331,-0.085865,0.046790,0.000000,-3.252400
19698,65.659000,19698,-19.355469,3.937500,670.406250,31.372070,57.773438,-2.568970,-0.086177,0.046796,0.000000,-3.135400
19699,65.663000,19699,-19.195312,3.899902,671.156250,31.417969,57.974609,-2.613159,-0.086380,0.046812,0.000000,-3.174850
19700,65.666000,19700,-19.355469,4.178955,671.312500,31.384766,58.279297,-2.606567,-0.086814,0.046751,0.000000,-3.148670
19701,65.670000,19701,-19.413086,4.109863,672.156250,31.592773,58.539062,-2.564697,-0.087091,0.047002,0.000000,-3.119220
19702,65.673000,19702,-19.670898,4.567139,672.312500,31.601562,58.822266,-2.739014,-0.087492,0.047004,0.000000,-3.264040
19703,65.676000,19703,-19.758789,4.187988,672.562500,31.655273,59.083984,-2.584229,-0.087849,0.047067,0.000000,-3.146298
19704,65.680000,19704,-19.505859,4.284668,672.937500,31.626953,59.351562,-2.661377,-0.088198,0.046998,0.000000,-3.200222
19705,65.683000,19705,-19.382812,4.402588,673.031250,31.692383,59.552734,-2.672363,-0.088484,0.047089,0.000000,-3.195521
19706,65.686000,19706,-20.309570,4.151367,673.843750,31.638672,59.853516,-2.535156,-0.088824,0.046953,0.000000,-3.120001
19707,65.689000,19707,-20.907227,4.210938,673.156250,31.753906,60.191406,-2.525024,-0.089417,0.047172,0.000000,-3.134725
19708,65.693000,19708,-21.342773,4.951904,673.468750,31.856445,60.421875,-2.651611,-0.089717,0.047302,0.000000,-3.216896
19709,65.696000,19709,-20.861328,4.591553,673.312500,31.839844,60.775391,-2.693726,-0.090263,0.047288,0.000000,-3.265775
19710,65.700000,19710,-20.424805,4.557129,673.843750,31.745117,60.933594,-2.643066,-0.090427,0.047111,0.000000,-3.193202
19711,65.703000,19711,-20.458984,4.973145,673.687500,31.664062,61.103516,-2.591919,-0.090700,0.047001,0.000000,-3.102449
19712,65.706000,19712,-20.577148,4.939453,673.843750,31.636719,61.435547,-2.255859,-0.091172,0.046950,0.000000,-2.771610
19713,65.709000,19713,-20.915039,4.717285,674.093750,31.638672,61.636719,-2.399048,-0.091436,0.046935,0.000000,-2.949366
19714,65.713000,19714,-20.941406,4.533447,673.531250,31.642578,61.876953,-2.180542,-0.091869,0.046980,0.000000,-2.747886
19715,65.716000,19715,-20.361328,5.003418,673.812500,31.631836,62.062500,-2.324219,-0.092106,0.046945,0.000000,-2.819225
19716,65.719000,19716,-20.916992,5.441162,674.375000,31.476562,62.214844,-2.255371,-0.092256,0.046675,0.000000,-2.729698
19717,65.723000,19717,-21.038086,5.503174,674.593750,31.469727,62.455078,-2.364990,-0.092582,0.046650,0.000000,-2.836921
19718,65.726000,19718,-21.527344,5.126221,674.843750,31.472656,62.628906,-2.558228,-0.092805,0.046637,0.000000,-3.086458
19719,65.730000,19719,-21.631836,4.508545,675.093750,31.480469,62.888672,-2.322144,-0.093155,0.046631,0.000000,-2.910868
19720,65.733000,19720,-21.849609,4.522461,674.593750,31.386719,62.906250,-2.338867,-0.093251,0.046527,0.000000,-2.933739
19721,65.736000,19721,-22.172852,4.978271,674.562500,31.374023,63.062500,-2.466431,-0.093487,0.046510,0.000000,-3.032293
19722,65.739000,19722,-21.793945,5.024902,674.062500,31.280273,63.337891,-2.706909,-0.093964,0.046406,0.000000,-3.246108
19723,65.743000,19723,-21.439453,4.817139,674.312500,31.286133,63.421875,-2.688477,-0.094054,0.046397,0.000000,-3.230133
19724,65.746000,19724,-21.456055,4.646484,674.562500,31.142578,63.642578,-2.683716,-0.094346,0.046167,0.000000,-3.235900
19725,65.750000,19725,-21.687500,4.946289,674.437500,31.160156,63.800781,-2.466797,-0.094599,0.046202,0.000000,-3.000885
19726,65.753000,19726,-22.030273,5.381104,675.000000,31.100586,63.984375,-2.462524,-0.094792,0.046075,0.000000,-2.967484
19727,65.756000,19727,-22.132812,4.744141,674.718750,31.012695,64.171875,-2.507324,-0.095109,0.045964,0.000000,-3.073424
19728,65.760000,19728,-21.908203,4.287598,674.187500,31.024414,64.265625,-2.324707,-0.095323,0.046017,0.000000,-2.924160
19729,65.763000,19729,-21.801758,4.405029,674.437500,30.832031,64.566406,-2.317993,-0.095734,0.045715,0.000000,-2.892955
19730,65.766000,19730,-22.195312,4.004150,674.187500,30.837891,64.695312,-2.282471,-0.095960,0.045741,0.000000,-2.913463
19731,65.769000,19731,-22.132812,4.391846,674.437500,30.685547,64.917969,-2.326416,-0.096255,0.045498,0.000000,-2.910677
19732,65.773000,19732,-22.222656,4.518555,674.437500,30.636719,64.984375,-2.242798,-0.096353,0.045426,0.000000,-2.816897
19733,65.776000,19733,-22.202148,3.707642,673.906250,30.508789,65.148438,-2.288086,-0.096673,0.045272,0.000000,-2.934784
19734,65.780000,19734,-22.621094,3.282593,673.500000,30.445312,65.375000,-2.512451,-0.097068,0.045205,0.000000,-3.216396
19735,65.783000,19735,-22.021484,3.214600,673.500000,30.353516,65.585938,-2.359497,-0.097381,0.045068,0.000000,-3.038929
19736,65.786000,19736,-22.104492,3.224243,673.500000,30.254883,65.781250,-2.404175,-0.097671,0.044922,0.000000,-3.082236
19737,65.790000,19737,-22.738281,3.685547,673.125000,30.173828,65.875000,-2.614868,-0.097864,0.044826,0.000000,-3.273461
19738,65.793000,19738,-22.822266,3.359741,672.468750,30.110352,66.039062,-2.495972,-0.098204,0.044776,0.000000,-3.187918
19739,65.796000,19739,-22.592773,3.392700,672.218750,29.920898,66.171875,-2.476318,-0.098438,0.044511,0.000000,-3.147967
19740,65.799000,19740,-22.595703,3.455322,672.062500,29.896484,66.363281,-2.471802,-0.098746,0.044485,0.000000,-3.135766
19741,65.803000,19741,-22.734375,3.228394,672.218750,29.730469,66.527344,-2.368652,-0.098967,0.044227,0.000000,-3.054630
19742,65.806000,19742,-22.837891,2.619141,672.218750,29.693359,66.714844,-2.593384,-0.099246,0.044172,0.000000,-3.342245
19743,65.810000,19743,-22.711914,2.748413,672.718750,29.640625,66.863281,-2.425781,-0.099393,0.044061,0.000000,-3.153318
19744,65.813000,19744,-22.291016,2.584595,672.875000,29.525391,67.097656,-2.223145,-0.099718,0.043879,0.000000,-2.943532
19745,65.816000,19745,-22.143555,3.156006,672.718750,29.396484,67.269531,-2.251099,-0.099997,0.043698,0.000000,-2.903139
19746,65.819000,19746,-22.476562,3.265625,672.218750,29.251953,67.406250,-2.394531,-0.100274,0.043516,0.000000,-3.045153
19747,65.823000,19747,-22.731445,2.226440,672.093750,29.199219,67.464844,-2.359863,-0.100380,0.043445,0.000000,-3.123944
19748,65.826000,19748,-22.321289,2.266357,672.218750,29.176758,67.695312,-2.419678,-0.100704,0.043404,0.000000,-3.160272
19749,65.829000,19749,-22.325195,2.810303,672.625000,28.998047,67.843750,-2.251343,-0.100864,0.043112,0.000000,-2.930362
19750,65.833000,19750,-22.479492,2.971069,672.750000,28.920898,67.984375,-2.313110,-0.101054,0.042989,0.000000,-2.979243
19751,65.836000,19751,-22.367188,2.687134,673.281250,28.783203,68.183594,-2.520264,-0.101271,0.042751,0.000000,-3.204348
19752,65.840000,19752,-22.632812,2.322510,673.156250,28.717773,68.363281,-2.384155,-0.101556,0.042661,0.000000,-3.113837
19753,65.843000,19753,-22.101562,2.494995,673.000000,28.598633,68.625000,-2.213379,-0.101969,0.042494,0.000000,-2.898157
19754,65.846000,19754,-22.419922,2.804199,672.906250,28.565430,68.734375,-2.324585,-0.102146,0.042451,0.000000,-2.989893
19755,65.849000,19755,-22.408203,2.532349,673.000000,28.545898,68.847656,-2.552734,-0.102300,0.042416,0.000000,-3.244140
19756,65.853000,19756,-21.983398,2.645874,673.000000,28.405273,69.015625,-2.375366,-0.102549,0.042207,0.000000,-3.031886
19757,65.856000,19757,-21.562500,2.839111,673.156250,28.330078,69.152344,-2.328247,-0.102729,0.042085,0.000000,-2.944057
19758,65.859000,19758,-21.882812,2.636353,672.656250,28.192383,69.238281,-2.413574,-0.102933,0.041912,0.000000,-3.059361
19759,65.863000,19759,-22.335938,2.697021,672.625000,28.140625,69.414062,-2.417847,-0.103199,0.041837,0.000000,-3.073986
19760,65.866000,19760,-22.551758,2.280884,673.156250,27.955078,69.550781,-2.564331,-0.103320,0.041528,0.000000,-3.265207
19761,65.870000,19761,-22.641602,2.560913,673.156250,27.902344,69.648438,-2.435547,-0.103465,0.041450,0.000000,-3.109076
19762,65.873000,19762,-22.186523,2.705566,672.656250,27.808594,69.789062,-2.555298,-0.103751,0.041341,0.000000,-3.191815
19763,65.876000,19763,-22.689453,2.093750,672.375000,27.721680,69.886719,-2.541992,-0.103940,0.041229,0.000000,-3.259842
19764,65.879000,19764,-23.269531,2.462280,672.093750,27.618164,70.015625,-2.480347,-0.104175,0.041093,0.000000,-3.180046
19765,65.883000,19765,-22.914062,2.414673,672.250000,27.550781,70.074219,-2.414917,-0.104238,0.040983,0.000000,-3.102301
19766,65.886000,19766,-22.739258,2.129395,671.468750,27.417969,70.078125,-2.336548,-0.104365,0.040833,0.000000,-3.042821
19767,65.890000,19767,-22.175781,2.695068,671.906250,27.338867,70.277344,-2.550903,-0.104594,0.040689,0.000000,-3.171315
19768,65.893000,19768,-22.397461,2.674805,671.093750,27.197266,70.390625,-2.523804,-0.104889,0.040527,0.000000,-3.150942
19769,65.896000,19769,-22.647461,2.714355,671.468750,27.125000,70.425781,-2.456909,-0.104883,0.040397,0.000000,-3.087097
19770,65.900000,19770,-22.091797,2.538696,671.343750,27.060547,70.566406,-2.492920,-0.105112,0.040308,0.000000,-3.116549
19771,65.903000,19771,-22.395508,2.248413,671.468750,26.945312,70.535156,-2.392700,-0.105046,0.040129,0.000000,-3.055221
19772,65.906000,19772,-22.335938,1.942261,671.468750,26.902344,70.699219,-2.494751,-0.105290,0.040065,0.000000,-3.185137
19773,65.909000,19773,-21.816406,1.597168,670.968750,26.775391,70.765625,-2.448486,-0.105468,0.039906,0.000000,-3.150633
19774,65.913000,19774,-22.158203,1.201904,670.718750,26.684570,70.925781,-2.453003,-0.105746,0.039785,0.000000,-3.207471
19775,65.916000,19775,-22.142578,0.995392,671.468750,26.589844,70.996094,-2.433716,-0.105733,0.039600,0.000000,-3.205306
19776,65.920000,19776,-22.089844,1.033264,670.812500,26.523438,71.167969,-2.309937,-0.106092,0.039539,0.000000,-3.073731
19777,65.923000,19777,-21.601562,0.810242,671.375000,26.383789,71.285156,-2.194214,-0.106178,0.039298,0.000000,-2.957085
19778,65.926000,19778,-21.685547,1.095764,671.375000,26.283203,71.425781,-2.294922,-0.106387,0.039148,0.000000,-3.027299
19779,65.930000,19779,-21.661133,0.584106,671.468750,26.173828,71.500000,-2.164551,-0.106483,0.038980,0.000000,-2.946703
19780,65.933000,19780,-21.603516,0.191406,671.468750,26.086914,71.601562,-2.313477,-0.106634,0.038851,0.000000,-3.132374
19781,65.936000,19781,-22.497070,0.246399,671.468750,26.034180,71.738281,-2.217773,-0.106838,0.038772,0.000000,-3.063705
19782,65.939000,19782,-22.455078,0.222923,671.843750,25.962891,71.839844,-2.267212,-0.106929,0.038644,0.000000,-3.111134
19783,65.943000,19783,-21.846680,0.457397,672.250000,25.841797,72.007812,-2.185913,-0.107115,0.038441,0.000000,-2.976722
19784,65.946000,19784,-22.211914,0.722992,672.250000,25.833984,72.160156,-2.238647,-0.107341,0.038429,0.000000,-3.014625
19785,65.950000,19785,-22.184570,0.310104,672.250000,25.700195,72.261719,-2.076172,-0.107492,0.038230,0.000000,-2.890957
