Format Version,1.0,
Take Name,Take 2022-10-21 01.58.24 PM,
Capture Frame Rate,300.00,
Export Frame Rate,300.00,
Capture Start Time,21 Oct 2022 13:58:24 +0900,
Total Frames In Take,32253,
Total Exported Frames,32253,
Coordinate Space,Local,
Device Name,AMTI 3194 3194,
Device Type,2,
Device Channel Count,6,
Mocap Rate,300.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,1,
PosX_PosY_X,0.502139,
PosX_PosY_Y,-0.000029,
PosX_PosY_Z,0.501192,
NegX_PosY_X,-0.000017,
NegX_PosY_Y,0.000014,
NegX_PosY_Z,0.501749,
NegX_NegY_X,-0.000020,
NegX_NegY_Y,0.000034,
NegX_NegY_Z,0.000002,
PosX_NegY_X,0.502136,
PosX_NegY_Y,-0.000009,
PosX_NegY_Z,-0.000555,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
10085,33.616000,10085,-9.917480,-4.050049,668.406250,2.776611,-98.710938,-4.085449,0.147681,0.004154,0.000000,-3.528532
10086,33.619000,10086,-9.848145,-4.423340,668.312500,2.762085,-98.640625,-4.234131,0.147597,0.004133,0.000000,-3.621963
10087,33.623000,10087,-9.515137,-3.829956,668.406250,2.773926,-98.703125,-4.503418,0.147669,0.004150,0.000000,-3.977339
10088,33.626000,10088,-9.243652,-3.825073,668.312500,2.567139,-98.746094,-4.468506,0.147754,0.003841,0.000000,-3.938842
10089,33.630000,10089,-8.773926,-3.564331,668.218750,2.680664,-98.679688,-4.100830,0.147676,0.004012,0.000000,-3.609663
10090,33.633000,10090,-9.120605,-3.454590,667.656250,2.586548,-98.648438,-3.967407,0.147753,0.003874,0.000000,-3.492314
10091,33.636000,10091,-9.095215,-3.049194,667.500000,2.555298,-98.628906,-3.949829,0.147759,0.003828,0.000000,-3.534102
10092,33.640000,10092,-9.179199,-3.317749,667.562500,2.699463,-98.628906,-3.885620,0.147745,0.004044,0.000000,-3.432558
10093,33.643000,10093,-8.863770,-3.462280,667.281250,2.658936,-98.617188,-3.902100,0.147790,0.003985,0.000000,-3.425731
10094,33.646000,10094,-9.362793,-3.462891,667.250000,2.702759,-98.730469,-3.890015,0.147966,0.004051,0.000000,-3.415549
10095,33.649000,10095,-9.181152,-3.256348,667.656250,2.720825,-98.695312,-3.887085,0.147824,0.004075,0.000000,-3.443135
10096,33.653000,10096,-8.775391,-2.897217,666.718750,2.742554,-98.707031,-3.925781,0.148049,0.004114,0.000000,-3.532949
10097,33.656000,10097,-8.837402,-2.693604,667.000000,2.736816,-98.664062,-3.873169,0.147922,0.004103,0.000000,-3.510987
10098,33.659000,10098,-9.521484,-3.009033,667.375000,2.761353,-98.730469,-3.823608,0.147939,0.004138,0.000000,-3.417853
10099,33.663000,10099,-9.618164,-3.102417,667.250000,2.786377,-98.781250,-3.976685,0.148042,0.004176,0.000000,-3.557560
10100,33.666000,10100,-9.709473,-3.022095,667.500000,2.829346,-98.738281,-3.891113,0.147923,0.004239,0.000000,-3.485233
10101,33.670000,10101,-9.429199,-2.537720,667.187500,2.914795,-98.703125,-3.725342,0.147939,0.004369,0.000000,-3.391108
10102,33.673000,10102,-9.841797,-2.184448,667.468750,2.996460,-98.785156,-3.795044,0.148000,0.004489,0.000000,-3.515929
10103,33.676000,10103,-9.053711,-2.790039,667.750000,2.919556,-98.738281,-3.807739,0.147867,0.004372,0.000000,-3.434769
10104,33.679000,10104,-8.857422,-3.212646,667.375000,2.954468,-98.734375,-3.860229,0.147944,0.004427,0.000000,-3.424148
10105,33.683000,10105,-8.827637,-3.187012,667.468750,2.976685,-98.753906,-3.810547,0.147953,0.004460,0.000000,-3.378387
10106,33.686000,10106,-9.706543,-2.946045,667.750000,2.965698,-98.808594,-3.927734,0.147972,0.004441,0.000000,-3.534911
10107,33.689000,10107,-9.893555,-3.255737,667.468750,2.926147,-98.746094,-3.909424,0.147941,0.004384,0.000000,-3.471139
10108,33.693000,10108,-9.570801,-3.441650,667.093750,3.049438,-98.753906,-3.780518,0.148036,0.004571,0.000000,-3.314780
10109,33.696000,10109,-9.423828,-2.788940,666.968750,3.013794,-98.773438,-3.831299,0.148093,0.004519,0.000000,-3.460859
10110,33.700000,10110,-9.391602,-3.132202,667.750000,3.017822,-98.820312,-3.912231,0.147990,0.004519,0.000000,-3.491141
10111,33.703000,10111,-9.445801,-3.313477,667.625000,3.091309,-98.652344,-4.142334,0.147766,0.004630,0.000000,-3.696451
10112,33.706000,10112,-9.406250,-3.660400,667.062500,3.101440,-98.796875,-4.200195,0.148107,0.004649,0.000000,-3.701796
10113,33.710000,10113,-9.508789,-3.155273,667.343750,3.135132,-98.726562,-4.113281,0.147940,0.004698,0.000000,-3.691163
10114,33.713000,10114,-9.729004,-2.993286,667.187500,3.108154,-98.781250,-4.148926,0.148056,0.004659,0.000000,-3.751075
10115,33.716000,10115,-9.138184,-2.868652,667.187500,3.154663,-98.765625,-3.881592,0.148033,0.004728,0.000000,-3.500145
10116,33.719000,10116,-8.869141,-2.133057,667.312500,3.163208,-98.730469,-3.980469,0.147952,0.004740,0.000000,-3.706920
10117,33.723000,10117,-8.558105,-2.062500,667.312500,3.163696,-98.789062,-4.132568,0.148040,0.004741,0.000000,-3.867809
10118,33.726000,10118,-8.359375,-2.389160,667.062500,3.265381,-98.687500,-4.048828,0.147943,0.004895,0.000000,-3.736288
10119,33.729000,10119,-8.886230,-2.118652,666.687500,3.281860,-98.652344,-3.816040,0.147974,0.004923,0.000000,-3.546278
10120,33.733000,10120,-8.890625,-2.247070,666.781250,3.307251,-98.652344,-3.916504,0.147953,0.004960,0.000000,-3.628141
10121,33.736000,10121,-8.476074,-2.406738,666.500000,3.360229,-98.570312,-3.948853,0.147892,0.005042,0.000000,-3.635647
10122,33.740000,10122,-8.222656,-2.322266,666.656250,3.428833,-98.582031,-4.016357,0.147875,0.005143,0.000000,-3.715244
10123,33.743000,10123,-8.256348,-2.004395,666.250000,3.492676,-98.707031,-3.939819,0.148153,0.005242,0.000000,-3.686144
10124,33.746000,10124,-9.219238,-2.343262,666.250000,3.448364,-98.761719,-3.757202,0.148235,0.005176,0.000000,-3.457565
10125,33.750000,10125,-8.529785,-2.407227,666.000000,3.547729,-98.761719,-3.927124,0.148291,0.005327,0.000000,-3.615592
10126,33.753000,10126,-8.443848,-1.776978,666.468750,3.625244,-98.753906,-3.992432,0.148175,0.005439,0.000000,-3.775059
10127,33.756000,10127,-8.541992,-1.562927,666.750000,3.619019,-98.757812,-3.874268,0.148118,0.005428,0.000000,-3.689134
10128,33.759000,10128,-8.695312,-1.857727,667.000000,3.762207,-98.855469,-4.062012,0.148209,0.005640,0.000000,-3.835726
10129,33.763000,10129,-8.658691,-1.965759,667.250000,3.809692,-98.808594,-3.993286,0.148083,0.005710,0.000000,-3.751627
10130,33.766000,10130,-8.758789,-1.704651,666.718750,3.759766,-98.812500,-4.112305,0.148207,0.005639,0.000000,-3.909056
10131,33.770000,10131,-8.834473,-2.249878,666.843750,3.885986,-98.765625,-3.911621,0.148109,0.005827,0.000000,-3.629876
10132,33.773000,10132,-8.711426,-2.069336,666.718750,3.860596,-98.687500,-4.042969,0.148020,0.005790,0.000000,-3.787109
10133,33.776000,10133,-7.990479,-1.887146,666.562500,3.977173,-98.707031,-3.812378,0.148084,0.005967,0.000000,-3.580599
10134,33.780000,10134,-8.205566,-2.244263,666.968750,4.004883,-98.640625,-3.742188,0.147894,0.006005,0.000000,-3.459546
10135,33.783000,10135,-8.434570,-1.405884,666.531250,4.011475,-98.722656,-3.863281,0.148114,0.006018,0.000000,-3.705813
10136,33.786000,10136,-8.455078,-2.124023,666.531250,4.118652,-98.777344,-3.499634,0.148196,0.006179,0.000000,-3.237108
10137,33.789000,10137,-8.578125,-1.890381,666.531250,4.206055,-98.777344,-3.484375,0.148196,0.006310,0.000000,-3.258359
10138,33.793000,10138,-8.542480,-1.895386,666.687500,4.275146,-98.796875,-3.485596,0.148191,0.006413,0.000000,-3.259496
10139,33.796000,10139,-8.144531,-1.445801,666.781250,4.383057,-98.808594,-3.604004,0.148187,0.006573,0.000000,-3.443292
10140,33.799000,10140,-8.142578,-1.579529,666.781250,4.385742,-98.734375,-3.417969,0.148076,0.006577,0.000000,-3.237636
10141,33.803000,10141,-9.071289,-1.453125,666.875000,4.539551,-98.785156,-3.488525,0.148131,0.006807,0.000000,-3.335022
10142,33.806000,10142,-9.100098,-1.766418,667.281250,4.567383,-98.832031,-3.288818,0.148112,0.006845,0.000000,-3.089479
10143,33.810000,10143,-8.917969,-0.944977,667.000000,4.691895,-98.875000,-3.176025,0.148238,0.007034,0.000000,-3.098675
10144,33.813000,10144,-9.491699,-0.541260,667.000000,4.633301,-98.890625,-3.308960,0.148262,0.006946,0.000000,-3.294646
10145,33.816000,10145,-9.774414,-0.088985,667.093750,4.737793,-98.976562,-3.295776,0.148370,0.007102,0.000000,-3.351993
10146,33.820000,10146,-9.804688,-0.130806,666.968750,4.808350,-98.972656,-3.397949,0.148392,0.007209,0.000000,-3.449223
10147,33.823000,10147,-9.829590,-0.136429,666.687500,4.855713,-98.949219,-3.315796,0.148419,0.007283,0.000000,-3.367140
10148,33.826000,10148,-9.701660,-0.059042,666.937500,4.900391,-98.875000,-3.446411,0.148252,0.007348,0.000000,-3.508942
10149,33.829000,10149,-9.583496,-0.083046,667.187500,4.946533,-99.015625,-3.416748,0.148407,0.007414,0.000000,-3.475476
10150,33.833000,10150,-9.632324,-0.519348,666.937500,5.002930,-99.011719,-3.485352,0.148457,0.007501,0.000000,-3.480506
10151,33.836000,10151,-10.040039,-0.339676,666.781250,5.020752,-99.027344,-3.486816,0.148515,0.007530,0.000000,-3.511969
10152,33.840000,10152,-9.880859,-0.589172,666.937500,5.095947,-99.097656,-3.172974,0.148586,0.007641,0.000000,-3.160929
10153,33.843000,10153,-10.529785,-0.694550,666.875000,5.187500,-99.160156,-3.492554,0.148694,0.007779,0.000000,-3.471188
10154,33.846000,10154,-10.474121,-0.355850,667.156250,5.133301,-99.113281,-3.489380,0.148561,0.007694,0.000000,-3.517105
10155,33.850000,10155,-9.792480,-0.020384,667.125000,5.268555,-99.238281,-3.511719,0.148755,0.007897,0.000000,-3.586022
10156,33.853000,10156,-9.816406,-0.179909,667.281250,5.340576,-99.257812,-3.679443,0.148750,0.008003,0.000000,-3.731247
10157,33.856000,10157,-9.505371,-0.145470,667.281250,5.341064,-99.296875,-3.613770,0.148808,0.008004,0.000000,-3.668205
10158,33.859000,10158,-9.503906,-0.590454,667.406250,5.327148,-99.468750,-3.684326,0.149038,0.007982,0.000000,-3.672185
10159,33.863000,10159,-9.295898,0.144547,667.281250,5.336670,-99.378906,-3.699341,0.148931,0.007998,0.000000,-3.795213
10160,33.866000,10160,-9.481934,-0.133011,667.125000,5.410645,-99.531250,-3.736572,0.149194,0.008110,0.000000,-3.793630
10161,33.869000,10161,-9.546875,0.081169,667.000000,5.429443,-99.550781,-3.821411,0.149252,0.008140,0.000000,-3.911238
10162,33.873000,10162,-9.517090,0.042061,666.468750,5.386230,-99.644531,-3.792480,0.149511,0.008082,0.000000,-3.875684
10163,33.876000,10163,-8.766602,-0.073769,666.750000,5.391357,-99.625000,-3.956909,0.149419,0.008086,0.000000,-4.016774
10164,33.880000,10164,-8.854980,-0.449585,666.718750,5.445557,-99.628906,-3.708374,0.149432,0.008168,0.000000,-3.713516
10165,33.883000,10165,-8.826660,-0.418533,667.125000,5.419434,-99.652344,-3.440430,0.149376,0.008124,0.000000,-3.449615
10166,33.886000,10166,-8.479980,-0.437881,666.750000,5.400146,-99.664062,-3.625610,0.149477,0.008099,0.000000,-3.628838
10167,33.890000,10167,-8.316895,-0.565430,667.125000,5.380127,-99.578125,-3.722290,0.149265,0.008065,0.000000,-3.704964
10168,33.893000,10168,-8.295898,-0.046045,666.562500,5.325195,-99.722656,-3.877686,0.149607,0.007989,0.000000,-3.937073
10169,33.896000,10169,-8.506836,-0.263412,665.812500,5.332031,-99.664062,-3.680176,0.149688,0.008008,0.000000,-3.708871
10170,33.899000,10170,-8.404785,-0.584015,665.281250,5.295410,-99.660156,-3.531860,0.149802,0.007960,0.000000,-3.511273
10171,33.903000,10171,-8.470215,-0.595764,665.812500,5.339111,-99.687500,-3.647461,0.149723,0.008019,0.000000,-3.626184
10172,33.906000,10172,-8.992188,-1.063049,665.562500,5.301025,-99.601562,-3.628906,0.149650,0.007965,0.000000,-3.541441
10173,33.909000,10173,-8.583984,-1.078003,665.156250,5.282959,-99.617188,-3.730835,0.149765,0.007942,0.000000,-3.637565
10174,33.913000,10174,-8.561035,-0.719788,665.718750,5.272461,-99.589844,-3.694092,0.149597,0.007920,0.000000,-3.654216
10175,33.916000,10175,-8.560547,-0.683533,665.437500,5.319336,-99.664062,-3.781250,0.149772,0.007994,0.000000,-3.747307
10176,33.920000,10176,-8.311523,-0.633759,665.562500,5.249756,-99.726562,-3.864380,0.149838,0.007888,0.000000,-3.834977
10177,33.923000,10177,-8.936523,-0.595795,665.562500,5.337646,-99.722656,-3.865479,0.149832,0.008020,0.000000,-3.847878
10178,33.926000,10178,-9.278320,-0.759003,665.718750,5.269531,-99.613281,-4.010986,0.149633,0.007916,0.000000,-3.970858
10179,33.929000,10179,-8.531738,-0.744965,666.093750,5.248047,-99.636719,-3.743286,0.149584,0.007879,0.000000,-3.699072
10180,33.933000,10180,-8.945801,-0.590759,666.187500,5.219238,-99.722656,-3.644775,0.149692,0.007834,0.000000,-3.626430
10181,33.936000,10181,-9.277832,-0.851288,665.812500,5.340088,-99.710938,-3.498901,0.149758,0.008020,0.000000,-3.445826
10182,33.939000,10182,-9.280273,-0.795319,666.093750,5.337646,-99.664062,-3.462524,0.149625,0.008013,0.000000,-3.417891
10183,33.943000,10183,-9.283691,-0.675446,665.843750,5.382080,-99.695312,-3.663574,0.149728,0.008083,0.000000,-3.637482
10184,33.946000,10184,-8.778809,-0.948486,666.093750,5.344238,-99.621094,-3.627808,0.149560,0.008023,0.000000,-3.556386
10185,33.950000,10185,-9.054688,-1.080383,666.468750,5.366699,-99.675781,-3.611450,0.149558,0.008052,0.000000,-3.522782
10186,33.953000,10186,-8.538574,-0.152000,666.562500,5.372559,-99.660156,-3.826904,0.149514,0.008060,0.000000,-3.873000
10187,33.956000,10187,-8.106934,-0.334015,666.843750,5.422852,-99.746094,-3.643921,0.149579,0.008132,0.000000,-3.659886
10188,33.960000,10188,-8.008301,-0.469696,666.343750,5.428711,-99.816406,-3.415161,0.149797,0.008147,0.000000,-3.410046
10189,33.963000,10189,-8.203125,-0.473053,666.718750,5.402588,-99.847656,-3.414185,0.149760,0.008103,0.000000,-3.409812
10190,33.966000,10190,-7.881836,-0.426529,667.093750,5.379883,-99.707031,-3.393188,0.149465,0.008065,0.000000,-3.393002
10191,33.969000,10191,-8.325195,-0.138855,667.125000,5.509521,-99.750000,-3.378296,0.149522,0.008259,0.000000,-3.426288
10192,33.973000,10192,-8.492676,0.109589,667.468750,5.524170,-99.847656,-3.446167,0.149592,0.008276,0.000000,-3.532848
10193,33.976000,10193,-7.925049,-0.110504,667.250000,5.441162,-99.886719,-3.480347,0.149699,0.008155,0.000000,-3.528430
10194,33.979000,10194,-7.919678,-0.618713,667.625000,5.473389,-99.808594,-3.476685,0.149498,0.008198,0.000000,-3.449116
10195,33.983000,10195,-7.934082,0.339554,667.625000,5.452637,-99.855469,-3.394775,0.149568,0.008167,0.000000,-3.510361
10196,33.986000,10196,-8.153320,0.469757,667.375000,5.403320,-99.863281,-3.428589,0.149636,0.008096,0.000000,-3.564894
10197,33.990000,10197,-7.557617,0.155922,667.875000,5.457275,-99.816406,-3.525879,0.149454,0.008171,0.000000,-3.610936
10198,33.993000,10198,-7.665039,-0.630768,667.750000,5.543213,-99.773438,-3.459717,0.149417,0.008301,0.000000,-3.429099
10199,33.996000,10199,-7.971191,-0.803894,667.125000,5.479004,-99.722656,-3.426636,0.149481,0.008213,0.000000,-3.371935
10200,34.000000,10200,-7.989746,-0.040987,667.375000,5.461670,-99.738281,-3.409424,0.149449,0.008184,0.000000,-3.468685
10201,34.003000,10201,-8.139160,0.020730,667.250000,5.391602,-99.664062,-3.591675,0.149365,0.008080,0.000000,-3.660538
10202,34.006000,10202,-8.702148,-0.354950,667.125000,5.465332,-99.746094,-3.460938,0.149516,0.008192,0.000000,-3.479158
10203,34.009000,10203,-8.600586,-0.865143,667.125000,5.430908,-99.765625,-3.443848,0.149546,0.008141,0.000000,-3.384485
10204,34.013000,10204,-8.477539,-0.750854,667.125000,5.428223,-99.664062,-3.524048,0.149393,0.008137,0.000000,-3.480855
10205,34.016000,10205,-8.289062,-0.973877,667.500000,5.455566,-99.679688,-3.356812,0.149333,0.008173,0.000000,-3.279127
10206,34.020000,10206,-7.923096,-0.542908,668.031250,5.446289,-99.695312,-3.021729,0.149237,0.008153,0.000000,-3.005301
10207,34.023000,10207,-9.290527,-0.638214,667.781250,5.488525,-99.589844,-3.087646,0.149135,0.008219,0.000000,-3.068825
10208,34.026000,10208,-9.481934,-0.722809,667.781250,5.442627,-99.671875,-3.288696,0.149258,0.008150,0.000000,-3.258092
10209,34.030000,10209,-9.563477,-0.918732,667.750000,5.354248,-99.664062,-3.322510,0.149254,0.008018,0.000000,-3.262069
10210,34.033000,10210,-9.722168,-1.193787,668.281250,5.496094,-99.726562,-3.522217,0.149228,0.008224,0.000000,-3.424027
10211,34.036000,10211,-9.516602,-0.625946,668.187500,5.415771,-99.699219,-3.653442,0.149208,0.008105,0.000000,-3.637180
10212,34.039000,10212,-9.198242,-0.601440,667.625000,5.327637,-99.675781,-3.539062,0.149299,0.007980,0.000000,-3.522670
10213,34.043000,10213,-9.069336,-1.048523,667.500000,5.407227,-99.632812,-3.271729,0.149263,0.008101,0.000000,-3.188691
10214,34.046000,10214,-9.217285,-1.573669,667.500000,5.417236,-99.613281,-3.337891,0.149233,0.008116,0.000000,-3.177851
10215,34.049000,10215,-9.531250,-1.052185,667.937500,5.334229,-99.562500,-3.418457,0.149060,0.007986,0.000000,-3.337736
10216,34.053000,10216,-9.754883,-0.946198,667.656250,5.285645,-99.625000,-3.287354,0.149216,0.007917,0.000000,-3.223392
10217,34.056000,10217,-8.854004,-1.145447,668.062500,5.177002,-99.570312,-3.348755,0.149043,0.007749,0.000000,-3.246646
10218,34.060000,10218,-8.699707,-0.892090,667.656250,5.197510,-99.589844,-3.567871,0.149163,0.007785,0.000000,-3.502529
10219,34.063000,10219,-8.759277,-0.646790,667.406250,5.146729,-99.492188,-3.382568,0.149073,0.007712,0.000000,-3.353697
10220,34.066000,10220,-8.944336,-1.166199,667.500000,5.132568,-99.574219,-3.433838,0.149175,0.007689,0.000000,-3.328645
10221,34.070000,10221,-8.382324,-1.123413,667.437500,5.066406,-99.484375,-3.730469,0.149054,0.007591,0.000000,-3.626648
10222,34.073000,10222,-8.646484,-0.433792,667.156250,5.004883,-99.496094,-3.581543,0.149135,0.007502,0.000000,-3.581714
10223,34.076000,10223,-8.607422,-0.889038,667.031250,4.945801,-99.476562,-3.563721,0.149133,0.007415,0.000000,-3.494957
10224,34.079000,10224,-8.294434,-1.008362,667.187500,4.926758,-99.441406,-3.778320,0.149046,0.007384,0.000000,-3.689278
10225,34.083000,10225,-8.477539,-1.424500,666.687500,4.890137,-99.492188,-3.665405,0.149234,0.007335,0.000000,-3.515005
10226,34.086000,10226,-8.208984,-0.560455,666.531250,4.804199,-99.367188,-3.827271,0.149081,0.007208,0.000000,-3.802886
10227,34.090000,10227,-7.830811,-1.093079,666.406250,4.749023,-99.429688,-3.945435,0.149203,0.007126,0.000000,-3.838149
10228,34.093000,10228,-7.746582,-2.173584,666.437500,4.771484,-99.402344,-4.061523,0.149155,0.007160,0.000000,-3.792786
10229,34.096000,10229,-8.595215,-2.044312,666.187500,4.719238,-99.453125,-3.996826,0.149287,0.007084,0.000000,-3.752525
10230,34.100000,10230,-8.440430,-1.561401,666.062500,4.733887,-99.347656,-3.711670,0.149157,0.007107,0.000000,-3.538765
10231,34.103000,10231,-8.756348,-2.096924,666.343750,4.557129,-99.386719,-3.692261,0.149152,0.006839,0.000000,-3.439384
10232,34.106000,10232,-8.043457,-1.811829,666.468750,4.530762,-99.367188,-3.923706,0.149095,0.006798,0.000000,-3.708252
10233,34.109000,10233,-7.947754,-1.944397,666.468750,4.534424,-99.218750,-3.852905,0.148872,0.006804,0.000000,-3.617512
10234,34.113000,10234,-8.013672,-1.523865,665.937500,4.526855,-99.386719,-3.976685,0.149243,0.006798,0.000000,-3.803733
10235,34.116000,10235,-7.816406,-1.839722,665.937500,4.534912,-99.257812,-3.989746,0.149050,0.006810,0.000000,-3.768764
10236,34.119000,10236,-7.822998,-1.445618,666.093750,4.549316,-99.257812,-3.923096,0.149015,0.006830,0.000000,-3.761107
10237,34.123000,10237,-8.670898,-1.604065,666.468750,4.522949,-99.308594,-3.888672,0.149007,0.006786,0.000000,-3.708499
10238,34.126000,10238,-9.388672,-1.663330,666.562500,4.450439,-99.359375,-3.638672,0.149062,0.006677,0.000000,-3.453417
10239,34.130000,10239,-9.329102,-1.682495,666.375000,4.359619,-99.308594,-3.670166,0.149028,0.006542,0.000000,-3.480461
10240,34.133000,10240,-9.016602,-1.770996,666.468750,4.339355,-99.328125,-3.853149,0.149036,0.006511,0.000000,-3.647913
10241,34.136000,10241,-8.828125,-1.897156,666.625000,4.319580,-99.222656,-3.649414,0.148843,0.006480,0.000000,-3.424239
10242,34.140000,10242,-8.643066,-1.797363,666.781250,4.248047,-99.218750,-3.563599,0.148803,0.006371,0.000000,-3.351211
10243,34.143000,10243,-8.810059,-1.491943,666.875000,4.217285,-99.148438,-3.427368,0.148676,0.006324,0.000000,-3.261266
10244,34.146000,10244,-8.893555,-1.841980,667.031250,4.247070,-99.125000,-3.493164,0.148606,0.006367,0.000000,-3.276061
10245,34.149000,10245,-9.139648,-1.839355,666.375000,4.271240,-99.109375,-3.529663,0.148729,0.006410,0.000000,-3.314679
10246,34.153000,10246,-8.738770,-1.789429,667.031250,4.246338,-99.023438,-3.473755,0.148454,0.006366,0.000000,-3.263738
10247,34.156000,10247,-8.086914,-1.524963,667.031250,4.244385,-99.097656,-3.425659,0.148565,0.006363,0.000000,-3.250561
10248,34.159000,10248,-8.871094,-1.785645,667.406250,4.220703,-99.097656,-3.673950,0.148482,0.006324,0.000000,-3.464916
10249,34.163000,10249,-9.151855,-1.487061,667.593750,4.189209,-99.039062,-3.670654,0.148352,0.006275,0.000000,-3.507474
10250,34.166000,10250,-9.016113,-2.581421,667.593750,4.120361,-99.062500,-3.469971,0.148387,0.006172,0.000000,-3.142567
10251,34.170000,10251,-9.198242,-2.527466,667.593750,4.211182,-99.085938,-3.488770,0.148423,0.006308,0.000000,-3.171659
10252,34.173000,10252,-9.579590,-2.126953,667.687500,4.176758,-99.121094,-3.806396,0.148454,0.006256,0.000000,-3.550567
10253,34.176000,10253,-9.118164,-2.003906,667.593750,4.200439,-99.132812,-3.890625,0.148493,0.006292,0.000000,-3.650430
10254,34.179000,10254,-9.176270,-2.149292,668.062500,4.247314,-99.039062,-3.919312,0.148248,0.006358,0.000000,-3.659022
10255,34.183000,10255,-9.203613,-2.066284,667.312500,4.156006,-98.988281,-3.770142,0.148339,0.006228,0.000000,-3.520952
10256,34.186000,10256,-9.201660,-2.317749,667.593750,4.160400,-99.011719,-3.669800,0.148311,0.006232,0.000000,-3.383395
10257,34.189000,10257,-8.985840,-2.136108,667.593750,4.157959,-98.929688,-3.617065,0.148188,0.006228,0.000000,-3.356485
10258,34.193000,10258,-9.390625,-2.518799,667.437500,4.094482,-99.023438,-3.719360,0.148364,0.006135,0.000000,-3.403270
10259,34.196000,10259,-9.632812,-2.700562,666.687500,4.100830,-99.003906,-3.773071,0.148501,0.006151,0.000000,-3.431287
10260,34.200000,10260,-9.545898,-2.484497,667.343750,4.023926,-98.953125,-3.750366,0.148279,0.006030,0.000000,-3.439527
10261,34.203000,10261,-9.486816,-2.498169,666.968750,3.956421,-99.003906,-3.802368,0.148439,0.005932,0.000000,-3.487819
10262,34.206000,10262,-9.484863,-2.595825,666.968750,3.958862,-98.929688,-3.850220,0.148327,0.005936,0.000000,-3.521487
10263,34.210000,10263,-9.086914,-2.088379,666.968750,3.903931,-98.917969,-3.732422,0.148310,0.005853,0.000000,-3.475883
10264,34.213000,10264,-8.590820,-2.333984,667.250000,3.864380,-98.902344,-3.929932,0.148224,0.005792,0.000000,-3.633733
10265,34.216000,10265,-9.066406,-2.158813,667.250000,3.765137,-99.015625,-3.782104,0.148394,0.005643,0.000000,-3.512910
10266,34.219000,10266,-9.340332,-2.653931,667.250000,3.774170,-99.027344,-3.749023,0.148411,0.005656,0.000000,-3.407982
10267,34.223000,10267,-9.082031,-3.327393,667.656250,3.718262,-99.015625,-3.846069,0.148303,0.005569,0.000000,-3.403185
10268,34.226000,10268,-9.181152,-2.903442,667.375000,3.756714,-98.996094,-4.013916,0.148337,0.005629,0.000000,-3.634911
10269,34.229000,10269,-8.722656,-2.563477,667.406250,3.612671,-99.058594,-4.114258,0.148423,0.005413,0.000000,-3.780994
10270,34.233000,10270,-8.217285,-2.864990,667.125000,3.622925,-99.015625,-4.180908,0.148421,0.005431,0.000000,-3.800308
10271,34.236000,10271,-8.127930,-2.576416,667.125000,3.571167,-99.066406,-3.997681,0.148498,0.005353,0.000000,-3.658599
10272,34.240000,10272,-8.632812,-2.504761,667.000000,3.498047,-99.105469,-3.765259,0.148584,0.005244,0.000000,-3.438366
10273,34.243000,10273,-8.820312,-2.629883,667.406250,3.474365,-99.136719,-3.747192,0.148540,0.005206,0.000000,-3.402465
10274,34.246000,10274,-8.877930,-3.010376,667.562500,3.504883,-99.113281,-3.512573,0.148470,0.005250,0.000000,-3.112233
10275,34.250000,10275,-9.338867,-3.051880,667.281250,3.550659,-99.031250,-3.762207,0.148410,0.005321,0.000000,-3.358970
10276,34.253000,10276,-8.821777,-2.154297,667.281250,3.534546,-99.015625,-4.011963,0.148387,0.005297,0.000000,-3.739022
10277,34.256000,10277,-8.386230,-2.415039,667.281250,3.449585,-99.003906,-3.893066,0.148369,0.005170,0.000000,-3.578103
10278,34.259000,10278,-8.471191,-2.560547,667.000000,3.592529,-98.976562,-3.679199,0.148391,0.005386,0.000000,-3.344865
10279,34.263000,10279,-8.658203,-2.761597,666.656250,3.481812,-98.910156,-3.727173,0.148368,0.005223,0.000000,-3.362662
10280,34.266000,10280,-9.292480,-1.832336,666.750000,3.527954,-98.835938,-3.808350,0.148235,0.005291,0.000000,-3.585901
10281,34.270000,10281,-9.389648,-1.422974,666.343750,3.497437,-98.863281,-3.677246,0.148367,0.005249,0.000000,-3.515408
10282,34.273000,10282,-9.393555,-1.632874,666.625000,3.454468,-98.863281,-3.391357,0.148304,0.005182,0.000000,-3.197873
10283,34.276000,10283,-9.506348,-2.008545,666.468750,3.531738,-98.890625,-3.477417,0.148380,0.005299,0.000000,-3.229765
10284,34.280000,10284,-9.235352,-1.565796,667.000000,3.614136,-98.878906,-3.576294,0.148244,0.005418,0.000000,-3.394215
10285,34.283000,10285,-8.767578,-1.421082,666.750000,3.521973,-98.863281,-3.759521,0.148276,0.005282,0.000000,-3.595122
10286,34.286000,10286,-8.646973,-1.312927,667.125000,3.541992,-98.789062,-3.771973,0.148082,0.005309,0.000000,-3.623462
10287,34.289000,10287,-8.731445,-1.610413,666.375000,3.550903,-98.792969,-3.441895,0.148254,0.005329,0.000000,-3.249671
10288,34.293000,10288,-8.704590,-1.564941,667.000000,3.617065,-98.859375,-3.676147,0.148215,0.005423,0.000000,-3.491404
