Format Version,1.0,
Take Name,Take 2022-10-21 01.51.09 PM,
Capture Frame Rate,300.00,
Export Frame Rate,300.00,
Capture Start Time,21 Oct 2022 13:51:09 +0900,
Total Frames In Take,32060,
Total Exported Frames,32060,
Coordinate Space,Local,
Device Name,AMTI 3194 3194,
Device Type,2,
Device Channel Count,6,
Mocap Rate,300.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,1,
PosX_PosY_X,0.502139,
PosX_PosY_Y,-0.000029,
PosX_PosY_Z,0.501192,
NegX_PosY_X,-0.000017,
NegX_PosY_Y,0.000014,
NegX_PosY_Z,0.501749,
NegX_NegY_X,-0.000020,
NegX_NegY_Y,0.000034,
NegX_NegY_Z,0.000002,
PosX_NegY_X,0.502136,
PosX_NegY_Y,-0.000009,
PosX_NegY_Z,-0.000555,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
10385,34.616000,10385,-14.415527,5.104736,664.625000,83.265625,-14.657227,-2.233765,0.022053,0.125282,0.000000,-4.152349
10386,34.619000,10386,-14.708496,4.973389,664.343750,83.367188,-14.786621,-2.202515,0.022257,0.125488,0.000000,-4.158950
10387,34.623000,10387,-14.658203,4.796143,664.187500,83.351562,-14.953613,-2.206055,0.022514,0.125494,0.000000,-4.153553
10388,34.626000,10388,-14.761230,5.493896,664.062500,83.167969,-15.003906,-2.207764,0.022594,0.125241,0.000000,-4.180607
10389,34.630000,10389,-14.806641,5.398193,664.218750,83.242188,-15.150391,-1.989014,0.022809,0.125323,0.000000,-3.967762
10390,34.633000,10390,-14.749023,5.214111,664.968750,83.191406,-15.219238,-1.903931,0.022887,0.125106,0.000000,-3.868454
10391,34.636000,10391,-14.625977,5.305664,665.406250,83.207031,-15.214844,-1.937134,0.022865,0.125047,0.000000,-3.887384
10392,34.640000,10392,-14.958496,5.233643,665.750000,83.230469,-15.394043,-1.854614,0.023123,0.125018,0.000000,-3.845706
10393,34.643000,10393,-15.011719,5.331787,666.031250,83.226562,-15.539551,-1.942139,0.023332,0.124959,0.000000,-3.942386
10394,34.646000,10394,-14.927734,5.981445,666.031250,83.261719,-15.537109,-1.975891,0.023328,0.125012,0.000000,-3.981567
10395,34.649000,10395,-14.825684,5.801758,665.750000,83.218750,-15.629883,-2.012329,0.023477,0.125000,0.000000,-4.001748
10396,34.653000,10396,-14.243164,5.125977,665.750000,83.234375,-15.707520,-1.877686,0.023594,0.125023,0.000000,-3.779356
10397,34.656000,10397,-14.409668,5.480957,665.750000,83.132812,-15.711914,-1.860901,0.023600,0.124871,0.000000,-3.789602
10398,34.659000,10398,-14.969238,6.156250,665.468750,83.117188,-15.778809,-2.135010,0.023711,0.124900,0.000000,-4.150640
10399,34.663000,10399,-14.661621,6.363281,665.875000,82.988281,-15.911133,-2.171387,0.023895,0.124630,0.000000,-4.150722
10400,34.666000,10400,-15.016602,5.330811,666.406250,83.050781,-15.947266,-2.102783,0.023930,0.124625,0.000000,-4.101792
10401,34.670000,10401,-15.258301,5.481689,666.781250,83.066406,-16.123047,-1.986023,0.024180,0.124578,0.000000,-4.019424
10402,34.673000,10402,-14.108887,5.729492,667.187500,83.140625,-16.157227,-1.968933,0.024217,0.124614,0.000000,-3.865843
10403,34.676000,10403,-14.044434,5.678711,666.937500,83.046875,-16.156250,-1.884399,0.024225,0.124520,0.000000,-3.770773
10404,34.679000,10404,-14.977051,5.463379,666.781250,83.023438,-16.234375,-1.955383,0.024347,0.124514,0.000000,-3.953251
10405,34.683000,10405,-15.131348,5.817627,666.250000,82.917969,-16.262695,-2.043335,0.024409,0.124455,0.000000,-4.068507
10406,34.686000,10406,-15.127441,6.018555,665.781250,82.871094,-16.456055,-2.018188,0.024717,0.124472,0.000000,-4.049891
10407,34.689000,10407,-14.743164,6.115967,665.375000,82.898438,-16.516602,-1.783081,0.024823,0.124589,0.000000,-3.771734
10408,34.693000,10408,-14.990723,6.026855,665.125000,82.855469,-16.524414,-1.852234,0.024844,0.124571,0.000000,-3.869379
10409,34.696000,10409,-15.112793,5.804443,665.375000,82.898438,-16.600586,-1.650330,0.024949,0.124589,0.000000,-3.678034
10410,34.700000,10410,-15.141113,6.471191,664.687500,82.816406,-16.745117,-1.657959,0.025192,0.124595,0.000000,-3.707484
10411,34.703000,10411,-15.732422,6.443604,664.281250,82.796875,-16.813477,-1.797852,0.025311,0.124641,0.000000,-3.921854
10412,34.706000,10412,-15.605957,6.400879,663.937500,82.671875,-16.882812,-1.972046,0.025428,0.124518,0.000000,-4.078025
10413,34.710000,10413,-15.783691,6.227051,663.531250,82.613281,-16.912109,-2.246704,0.025488,0.124505,0.000000,-4.370575
10414,34.713000,10414,-15.319824,6.117676,663.562500,82.515625,-16.898438,-2.024780,0.025466,0.124352,0.000000,-4.085632
10415,34.716000,10415,-15.095215,6.520264,663.031250,82.562500,-16.962891,-1.841370,0.025584,0.124523,0.000000,-3.887881
10416,34.719000,10416,-15.119141,6.066895,662.781250,82.523438,-17.060547,-1.913879,0.025741,0.124511,0.000000,-3.952543
10417,34.723000,10417,-15.378906,6.393311,662.937500,82.343750,-17.068359,-1.930969,0.025747,0.124210,0.000000,-4.005795
10418,34.726000,10418,-15.950684,5.772705,662.218750,82.382812,-17.184570,-2.039429,0.025950,0.124404,0.000000,-4.173563
10419,34.729000,10419,-15.642090,5.665039,662.375000,82.308594,-17.270508,-1.889587,0.026074,0.124263,0.000000,-3.981026
10420,34.733000,10420,-15.449219,5.671387,662.125000,82.261719,-17.336914,-1.994873,0.026184,0.124239,0.000000,-4.062766
10421,34.736000,10421,-15.385254,5.495117,662.531250,82.191406,-17.431641,-1.963196,0.026311,0.124057,0.000000,-4.016419
10422,34.740000,10422,-15.782227,4.874512,662.781250,82.195312,-17.540039,-2.017578,0.026464,0.124016,0.000000,-4.103823
10423,34.743000,10423,-15.860840,5.595947,663.062500,82.078125,-17.517578,-1.999146,0.026419,0.123786,0.000000,-4.110343
10424,34.746000,10424,-15.671387,5.841553,662.937500,82.105469,-17.583984,-1.849121,0.026524,0.123851,0.000000,-3.944981
10425,34.750000,10425,-15.945801,5.406006,663.062500,81.886719,-17.833008,-1.755798,0.026895,0.123498,0.000000,-3.870463
10426,34.753000,10426,-16.588867,5.030029,662.781250,81.937500,-17.974609,-1.693970,0.027120,0.123627,0.000000,-3.881212
10427,34.756000,10427,-16.125977,5.392090,662.687500,81.816406,-17.983398,-2.051636,0.027137,0.123462,0.000000,-4.188899
10428,34.759000,10428,-15.424805,6.024414,663.343750,81.726562,-18.151367,-2.021851,0.027363,0.123204,0.000000,-4.087096
10429,34.763000,10429,-16.321289,5.768555,663.718750,81.746094,-18.277344,-1.923401,0.027538,0.123164,0.000000,-4.092445
10430,34.766000,10430,-16.187500,5.262451,663.343750,81.636719,-18.394531,-1.809753,0.027730,0.123068,0.000000,-3.947853
10431,34.770000,10431,-15.702637,5.774902,664.031250,81.503906,-18.472656,-1.742126,0.027819,0.122741,0.000000,-3.830137
10432,34.773000,10432,-16.159180,5.815186,663.625000,81.425781,-18.680664,-1.785034,0.028149,0.122698,0.000000,-3.931435
10433,34.776000,10433,-16.033203,5.690674,664.000000,81.449219,-18.699219,-1.733643,0.028161,0.122664,0.000000,-3.860605
10434,34.780000,10434,-16.004883,5.886963,664.031250,81.347656,-18.819336,-1.839539,0.028341,0.122506,0.000000,-3.967072
10435,34.783000,10435,-16.332031,5.552002,663.625000,81.328125,-19.022461,-2.153809,0.028664,0.122551,0.000000,-4.314466
10436,34.786000,10436,-15.926758,5.223389,663.750000,81.261719,-19.035156,-1.966492,0.028678,0.122428,0.000000,-4.066174
10437,34.789000,10437,-15.701172,4.749512,663.906250,81.152344,-19.147461,-1.800110,0.028841,0.122235,0.000000,-3.856316
10438,34.793000,10438,-15.760742,4.538330,663.937500,81.058594,-19.198242,-1.767639,0.028916,0.122088,0.000000,-3.823061
10439,34.796000,10439,-15.633301,4.303711,664.468750,80.957031,-19.337891,-1.702209,0.029103,0.121837,0.000000,-3.732177
10440,34.799000,10440,-15.408203,3.819458,664.593750,80.945312,-19.452148,-1.858582,0.029269,0.121797,0.000000,-3.847042
10441,34.803000,10441,-15.345703,3.758545,664.843750,80.894531,-19.497070,-2.011719,0.029326,0.121675,0.000000,-3.989122
10442,34.806000,10442,-15.475586,4.083252,665.125000,80.785156,-19.645508,-2.100098,0.029537,0.121459,0.000000,-4.100346
10443,34.810000,10443,-15.695312,4.149902,665.625000,80.730469,-19.771484,-1.950195,0.029704,0.121285,0.000000,-3.977072
10444,34.813000,10444,-16.497070,3.439331,665.906250,80.636719,-19.894531,-1.851196,0.029876,0.121093,0.000000,-3.951632
10445,34.816000,10445,-16.438477,3.700806,666.031250,80.562500,-19.989258,-1.734802,0.030012,0.120959,0.000000,-3.834255
10446,34.820000,10446,-16.470703,3.671265,666.812500,80.503906,-20.083984,-1.667480,0.030119,0.120729,0.000000,-3.766556
10447,34.823000,10447,-16.445312,4.012939,667.593750,80.488281,-20.225586,-1.754272,0.030296,0.120565,0.000000,-3.858575
10448,34.826000,10448,-16.244141,3.749512,667.468750,80.417969,-20.437500,-1.524170,0.030619,0.120482,0.000000,-3.596104
10449,34.829000,10449,-15.813965,4.257324,667.187500,80.367188,-20.447266,-1.525024,0.030647,0.120457,0.000000,-3.560396
10450,34.833000,10450,-15.499023,4.355713,667.625000,80.339844,-20.628906,-1.580200,0.030899,0.120337,0.000000,-3.579890
10451,34.836000,10451,-15.986816,3.723999,667.093750,80.203125,-20.646484,-1.801697,0.030950,0.120228,0.000000,-3.839012
10452,34.840000,10452,-15.708496,3.830200,667.375000,80.105469,-20.782227,-1.753784,0.031140,0.120031,0.000000,-3.758559
10453,34.843000,10453,-15.175781,4.188477,666.625000,80.011719,-20.812500,-1.773560,0.031221,0.120025,0.000000,-3.725801
10454,34.846000,10454,-15.013184,3.734497,666.750000,79.941406,-20.880859,-1.893250,0.031317,0.119897,0.000000,-3.810242
10455,34.850000,10455,-15.412109,3.655151,666.750000,79.847656,-21.133789,-1.934387,0.031697,0.119757,0.000000,-3.895944
10456,34.853000,10456,-15.264648,4.290039,666.500000,79.687500,-21.127930,-1.798279,0.031700,0.119561,0.000000,-3.759331
10457,34.856000,10457,-15.320801,4.652832,666.125000,79.562500,-21.322266,-1.635742,0.032009,0.119441,0.000000,-3.614605
10458,34.859000,10458,-15.472168,4.317871,666.406250,79.464844,-21.399414,-1.534851,0.032112,0.119244,0.000000,-3.518466
10459,34.863000,10459,-15.182617,4.180664,665.875000,79.425781,-21.536133,-1.963074,0.032343,0.119280,0.000000,-3.909275
10460,34.866000,10460,-15.051758,4.307129,664.968750,79.164062,-21.605469,-1.644470,0.032491,0.119049,0.000000,-3.576314
10461,34.869000,10461,-15.422852,4.431152,665.125000,79.179688,-21.737305,-1.546997,0.032682,0.119045,0.000000,-3.527825
10462,34.873000,10462,-15.605469,4.612549,664.500000,78.964844,-21.816406,-1.667725,0.032831,0.118833,0.000000,-3.673613
10463,34.876000,10463,-15.324707,4.924072,664.718750,78.957031,-21.950195,-1.806152,0.033022,0.118783,0.000000,-3.789063
10464,34.880000,10464,-15.412109,4.675537,663.718750,78.726562,-21.978516,-2.028076,0.033114,0.118614,0.000000,-4.011000
10465,34.883000,10465,-15.500488,4.826416,663.093750,78.558594,-22.078125,-1.980652,0.033296,0.118473,0.000000,-3.977737
10466,34.886000,10466,-15.123047,5.068359,662.437500,78.390625,-22.163086,-1.865356,0.033457,0.118337,0.000000,-3.824538
10467,34.890000,10467,-15.778809,5.271729,661.812500,78.218750,-22.185547,-1.731140,0.033522,0.118189,0.000000,-3.772738
10468,34.893000,10468,-15.830078,5.399414,660.812500,77.984375,-22.307617,-1.820312,0.033758,0.118013,0.000000,-3.870738
10469,34.896000,10469,-15.581543,5.542725,660.375000,77.808594,-22.349609,-1.533508,0.033844,0.117825,0.000000,-3.556988
10470,34.899000,10470,-15.441406,6.005371,659.656250,77.765625,-22.385742,-1.535706,0.033935,0.117888,0.000000,-3.559859
10471,34.903000,10471,-16.227539,5.275146,659.406250,77.441406,-22.532227,-1.570190,0.034170,0.117441,0.000000,-3.656225
10472,34.906000,10472,-16.582031,5.946045,659.406250,77.332031,-22.591797,-1.671631,0.034261,0.117275,0.000000,-3.820009
10473,34.909000,10473,-16.080078,5.712158,659.593750,77.113281,-22.696289,-1.451904,0.034409,0.116910,0.000000,-3.528383
10474,34.913000,10474,-15.783203,4.862305,659.625000,76.941406,-22.785156,-1.502258,0.034543,0.116644,0.000000,-3.511233
10475,34.916000,10475,-15.838379,4.385498,660.687500,76.546875,-22.864258,-1.648804,0.034607,0.115859,0.000000,-3.635597
10476,34.920000,10476,-16.345703,4.104004,661.843750,76.460938,-22.879883,-1.593018,0.034570,0.115527,0.000000,-3.623266
10477,34.923000,10477,-16.276367,3.422607,663.156250,76.414062,-23.022461,-1.523499,0.034716,0.115228,0.000000,-3.517810
10478,34.926000,10478,-16.151367,3.332275,663.718750,76.367188,-23.065430,-1.808838,0.034752,0.115060,0.000000,-3.783010
10479,34.929000,10479,-16.362305,2.720093,664.500000,76.218750,-23.192383,-1.857605,0.034902,0.114701,0.000000,-3.829313
10480,34.933000,10480,-16.274414,2.074829,664.593750,76.257812,-23.456055,-1.628235,0.035294,0.114744,0.000000,-3.568847
10481,34.936000,10481,-16.468750,2.183716,665.187500,76.058594,-23.460938,-1.521851,0.035270,0.114342,0.000000,-3.481932
10482,34.939000,10482,-16.421875,2.263672,664.781250,75.980469,-23.676758,-1.729797,0.035616,0.114294,0.000000,-3.687341
10483,34.943000,10483,-16.454102,2.399414,664.375000,75.863281,-23.750000,-1.781677,0.035748,0.114187,0.000000,-3.746303
10484,34.946000,10484,-15.734375,2.971558,664.406250,75.753906,-23.870117,-1.917664,0.035927,0.114017,0.000000,-3.818416
10485,34.950000,10485,-15.672363,3.382080,664.562500,75.722656,-24.012695,-1.700928,0.036133,0.113944,0.000000,-3.608899
10486,34.953000,10486,-15.018066,3.304810,665.468750,75.597656,-24.134766,-1.681213,0.036267,0.113601,0.000000,-3.507132
10487,34.956000,10487,-14.831543,3.629028,666.093750,75.710938,-24.296875,-1.785095,0.036477,0.113664,0.000000,-3.603284
10488,34.960000,10488,-14.789062,3.914185,666.625000,75.703125,-24.559570,-1.704834,0.036842,0.113562,0.000000,-3.528512
10489,34.963000,10489,-15.295898,3.973877,667.125000,75.640625,-24.622070,-1.837952,0.036908,0.113383,0.000000,-3.718913
10490,34.966000,10490,-15.320312,4.203613,667.125000,75.582031,-24.768555,-1.873962,0.037127,0.113295,0.000000,-3.765749
10491,34.969000,10491,-15.466309,4.255615,667.406250,75.425781,-24.992188,-1.690002,0.037447,0.113013,0.000000,-3.597260
10492,34.973000,10492,-15.318359,4.408936,666.375000,75.238281,-25.227539,-1.847351,0.037858,0.112907,0.000000,-3.743811
10493,34.976000,10493,-15.307617,4.422119,666.218750,75.125000,-25.396484,-1.916321,0.038120,0.112763,0.000000,-3.811030
10494,34.979000,10494,-15.268066,4.847412,665.718750,74.968750,-25.588867,-1.902710,0.038438,0.112613,0.000000,-3.808421
10495,34.983000,10495,-14.469238,4.557861,665.375000,74.863281,-25.732422,-1.787354,0.038674,0.112513,0.000000,-3.591599
10496,34.986000,10496,-15.489258,4.762207,665.375000,74.652344,-25.958984,-1.888733,0.039014,0.112196,0.000000,-3.812357
10497,34.990000,10497,-15.787109,4.463135,665.375000,74.558594,-26.111328,-2.007324,0.039243,0.112055,0.000000,-3.951496
10498,34.993000,10498,-15.099609,4.418945,664.906250,74.378906,-26.235352,-1.841187,0.039457,0.111864,0.000000,-3.704645
10499,34.996000,10499,-14.962891,4.261475,665.062500,74.160156,-26.400391,-1.687988,0.039696,0.111509,0.000000,-3.525642
10500,35.000000,10500,-15.104492,4.690430,664.156250,73.941406,-26.622070,-1.959473,0.040084,0.111331,0.000000,-3.829087
10501,35.003000,10501,-15.002441,5.025635,663.906250,73.695312,-26.764648,-2.192505,0.040314,0.111003,0.000000,-4.060418
10502,35.006000,10502,-15.697754,4.512695,663.531250,73.535156,-26.956055,-1.975891,0.040625,0.110824,0.000000,-3.898907
10503,35.009000,10503,-15.214355,4.057373,662.906250,73.289062,-27.061523,-1.957703,0.040823,0.110557,0.000000,-3.805392
10504,35.013000,10504,-15.205078,3.714478,662.687500,73.003906,-27.062500,-2.136353,0.040838,0.110163,0.000000,-3.963086
10505,35.016000,10505,-15.233398,3.375000,662.812500,72.695312,-27.160156,-1.878784,0.040977,0.109677,0.000000,-3.687836
10506,35.020000,10506,-15.059082,3.131470,663.000000,72.433594,-27.348633,-2.025391,0.041250,0.109251,0.000000,-3.799787
10507,35.023000,10507,-15.045898,2.300049,662.906250,72.136719,-27.421875,-2.170532,0.041366,0.108819,0.000000,-3.902954
10508,35.026000,10508,-15.087402,1.874512,662.656250,71.804688,-27.617188,-2.149658,0.041676,0.108359,0.000000,-3.862635
10509,35.030000,10509,-15.036133,1.532227,662.437500,71.570312,-27.833008,-2.130371,0.042016,0.108041,0.000000,-3.819266
10510,35.033000,10510,-14.891602,1.146484,662.187500,71.144531,-27.951172,-2.138916,0.042210,0.107439,0.000000,-3.787243
10511,35.036000,10511,-15.132812,0.927094,662.000000,70.863281,-28.030273,-2.050049,0.042342,0.107044,0.000000,-3.709184
10512,35.039000,10512,-14.991699,0.859711,662.281250,70.613281,-28.243164,-2.078247,0.042645,0.106621,0.000000,-3.713344
10513,35.043000,10513,-14.440430,0.274429,662.437500,70.410156,-28.396484,-1.906494,0.042867,0.106290,0.000000,-3.453124
10514,35.046000,10514,-14.616211,0.269196,662.343750,70.097656,-28.522461,-1.866333,0.043063,0.105833,0.000000,-3.424799
10515,35.049000,10515,-14.472656,-0.105549,662.593750,69.914062,-28.711914,-1.861816,0.043333,0.105516,0.000000,-3.384336
10516,35.053000,10516,-14.373535,-0.187721,663.406250,69.761719,-28.875000,-1.822510,0.043525,0.105157,0.000000,-3.325815
10517,35.056000,10517,-14.451172,-0.127434,663.156250,69.468750,-29.001953,-1.799622,0.043733,0.104755,0.000000,-3.307877
10518,35.060000,10518,-14.746094,-0.220543,663.781250,69.347656,-29.204102,-1.711731,0.043997,0.104474,0.000000,-3.242606
10519,35.063000,10519,-14.604492,-0.295166,663.562500,69.203125,-29.369141,-1.776794,0.044260,0.104290,0.000000,-3.286837
10520,35.066000,10520,-14.445801,-0.094971,664.093750,69.046875,-29.433594,-1.887634,0.044321,0.103972,0.000000,-3.385378
10521,35.070000,10521,-14.158203,-0.258820,663.875000,68.957031,-29.520508,-1.869873,0.044467,0.103871,0.000000,-3.328984
10522,35.073000,10522,-13.648438,0.284134,663.875000,68.855469,-29.671875,-1.667358,0.044695,0.103718,0.000000,-3.095640
10523,35.076000,10523,-13.756836,0.287125,663.875000,68.808594,-29.845703,-1.800720,0.044957,0.103647,0.000000,-3.239482
10524,35.079000,10524,-12.907715,0.595184,663.625000,68.664062,-29.963867,-1.881531,0.045152,0.103468,0.000000,-3.243942
10525,35.083000,10525,-13.099609,0.818085,663.250000,68.585938,-30.210938,-1.899109,0.045550,0.103409,0.000000,-3.290988
10526,35.086000,10526,-12.964844,0.820496,663.250000,68.585938,-30.350586,-1.816589,0.045760,0.103409,0.000000,-3.194815
10527,35.090000,10527,-12.496094,0.194176,663.218750,68.550781,-30.625977,-1.950623,0.046178,0.103361,0.000000,-3.251194
10528,35.093000,10528,-12.917969,0.365814,663.437500,68.546875,-30.832031,-2.133667,0.046473,0.103321,0.000000,-3.485362
10529,35.096000,10529,-13.181152,0.302124,663.593750,68.515625,-30.984375,-1.900330,0.046692,0.103249,0.000000,-3.275382
10530,35.100000,10530,-12.274902,0.572052,663.218750,68.492188,-31.077148,-1.818237,0.046858,0.103272,0.000000,-3.112701
10531,35.103000,10531,-11.601562,0.841339,663.250000,68.394531,-31.319336,-1.966187,0.047221,0.103120,0.000000,-3.202272
10532,35.106000,10532,-11.758301,1.065857,663.062500,68.316406,-31.589844,-2.098755,0.047642,0.103032,0.000000,-3.361012
10533,35.109000,10533,-11.432617,1.320984,663.218750,68.289062,-31.795898,-2.331177,0.047942,0.102966,0.000000,-3.571680
10534,35.113000,10534,-11.266602,1.380127,663.218750,68.332031,-31.935547,-2.216919,0.048152,0.103031,0.000000,-3.444183
10535,35.116000,10535,-11.710449,0.589142,662.812500,68.222656,-32.117188,-2.265869,0.048456,0.102929,0.000000,-3.499762
10536,35.119000,10536,-12.482422,0.640411,662.781250,68.171875,-32.478516,-2.182617,0.049003,0.102857,0.000000,-3.497907
10537,35.123000,10537,-11.725098,1.280396,662.781250,68.066406,-32.648438,-1.814148,0.049260,0.102698,0.000000,-3.081366
10538,35.126000,10538,-11.334961,1.320496,662.656250,68.042969,-32.781250,-1.714539,0.049469,0.102682,0.000000,-2.943761
10539,35.130000,10539,-11.774902,1.158325,662.656250,67.996094,-33.060547,-1.952515,0.049891,0.102611,0.000000,-3.218544
10540,35.133000,10540,-11.719727,1.250671,663.062500,67.914062,-33.251953,-2.119385,0.050149,0.102425,0.000000,-3.382496
10541,35.136000,10541,-11.542480,1.188538,662.656250,67.894531,-33.439453,-2.109863,0.050463,0.102458,0.000000,-3.352461
10542,35.140000,10542,-12.575684,1.170776,663.125000,67.738281,-33.714844,-2.026367,0.050842,0.102150,0.000000,-3.370500
10543,35.143000,10543,-12.265625,0.735657,663.156250,67.789062,-33.849609,-1.816223,0.051043,0.102222,0.000000,-3.107588
10544,35.146000,10544,-11.828613,0.076538,662.625000,67.710938,-34.001953,-1.753845,0.051314,0.102186,0.000000,-2.966490
10545,35.149000,10545,-11.899902,0.438828,662.625000,67.656250,-34.273438,-1.992432,0.051724,0.102103,0.000000,-3.230150
10546,35.153000,10546,-12.216309,0.434998,662.468750,67.578125,-34.406250,-1.994751,0.051936,0.102010,0.000000,-3.263523
10547,35.156000,10547,-12.942383,0.292831,662.437500,67.527344,-34.695312,-2.068481,0.052375,0.101938,0.000000,-3.403135
10548,35.159000,10548,-12.602051,-0.069431,662.437500,67.437500,-34.878906,-1.721191,0.052652,0.101802,0.000000,-3.000451
10549,35.163000,10549,-12.204102,0.160103,662.062500,67.316406,-35.152344,-1.693848,0.053095,0.101677,0.000000,-2.943223
10550,35.166000,10550,-11.804688,0.239128,661.812500,67.167969,-35.333984,-1.795349,0.053390,0.101491,0.000000,-3.006185
10551,35.170000,10551,-12.010254,1.053528,662.156250,67.175781,-35.632812,-1.952087,0.053813,0.101450,0.000000,-3.227222
10552,35.173000,10552,-11.765625,0.933258,662.312500,67.097656,-35.837891,-1.872070,0.054110,0.101308,0.000000,-3.114523
10553,35.176000,10553,-11.239746,0.702911,662.343750,66.960938,-36.064453,-1.757568,0.054450,0.101097,0.000000,-2.932146
10554,35.179000,10554,-11.281250,0.729858,662.187500,66.882812,-36.332031,-1.780518,0.054867,0.101003,0.000000,-2.960001
10555,35.183000,10555,-11.135254,1.097229,663.093750,66.796875,-36.664062,-1.832703,0.055292,0.100735,0.000000,-3.015083
10556,35.186000,10556,-10.981934,1.418396,663.093750,66.597656,-36.830078,-1.797424,0.055543,0.100435,0.000000,-2.979174
10557,35.189000,10557,-11.023438,1.358521,662.968750,66.476562,-37.166016,-1.754761,0.056060,0.100271,0.000000,-2.936251
10558,35.193000,10558,-10.616699,0.475922,663.218750,66.390625,-37.396484,-1.941162,0.056386,0.100104,0.000000,-3.030768
10559,35.196000,10559,-10.495117,0.169807,663.625000,66.277344,-37.611328,-2.058716,0.056676,0.099872,0.000000,-3.116505
10560,35.200000,10560,-10.322266,-0.050362,663.468750,66.250000,-37.966797,-1.986572,0.057225,0.099854,0.000000,-3.014410
10561,35.203000,10561,-10.327148,-0.108624,663.625000,66.128906,-38.234375,-2.323975,0.057614,0.099648,0.000000,-3.346796
10562,35.206000,10562,-10.205078,-0.436798,663.468750,65.964844,-38.447266,-2.309692,0.057949,0.099424,0.000000,-3.299012
10563,35.210000,10563,-9.683594,-0.117001,663.343750,65.886719,-38.648438,-2.097656,0.058263,0.099325,0.000000,-3.052664
10564,35.213000,10564,-9.815918,0.126503,663.343750,65.835938,-38.843750,-2.102051,0.058557,0.099249,0.000000,-3.083674
10565,35.216000,10565,-9.565918,0.075222,663.343750,65.687500,-39.029297,-2.070190,0.058837,0.099025,0.000000,-3.021880
10566,35.219000,10566,-8.955078,0.179466,663.343750,65.589844,-39.347656,-1.877014,0.059317,0.098878,0.000000,-2.773116
10567,35.223000,10567,-8.763184,-0.465744,663.875000,65.546875,-39.439453,-1.958984,0.059408,0.098734,0.000000,-2.796537
10568,35.226000,10568,-9.122559,0.233589,663.625000,65.484375,-39.642578,-2.048950,0.059736,0.098677,0.000000,-2.963089
10569,35.229000,10569,-8.481445,0.454880,664.000000,65.457031,-39.933594,-2.074097,0.060141,0.098580,0.000000,-2.937553
10570,35.233000,10570,-9.285645,0.854523,664.375000,65.367188,-40.154297,-2.031128,0.060439,0.098389,0.000000,-2.996380
10571,35.236000,10571,-9.256348,0.538055,663.968750,65.347656,-40.445312,-2.125122,0.060914,0.098420,0.000000,-3.068905
10572,35.240000,10572,-8.645996,0.688080,664.375000,65.273438,-40.398438,-2.107300,0.060807,0.098248,0.000000,-2.998590
10573,35.243000,10573,-8.698730,0.676178,664.531250,65.101562,-40.667969,-2.117310,0.061198,0.097966,0.000000,-3.010871
10574,35.246000,10574,-9.701660,0.161873,664.343750,65.078125,-40.869141,-2.375366,0.061518,0.097959,0.000000,-3.335684
10575,35.250000,10575,-10.033691,0.689209,664.343750,64.964844,-41.123047,-2.267456,0.061900,0.097788,0.000000,-3.291293
10576,35.253000,10576,-9.328125,0.680908,664.500000,64.898438,-41.292969,-2.089478,0.062141,0.097665,0.000000,-3.042822
10577,35.256000,10577,-9.002441,0.737732,664.625000,64.777344,-41.332031,-2.074829,0.062188,0.097465,0.000000,-2.998126
10578,35.259000,10578,-9.459473,0.763214,663.843750,64.605469,-41.587891,-2.001465,0.062647,0.097320,0.000000,-2.969877
10579,35.263000,10579,-9.566406,0.926086,664.062500,64.503906,-41.763672,-2.024170,0.062891,0.097135,0.000000,-3.011648
10580,35.266000,10580,-9.490723,0.406845,663.968750,64.292969,-41.978516,-1.915955,0.063224,0.096831,0.000000,-2.860676
10581,35.270000,10581,-9.834473,-0.109695,663.718750,64.203125,-42.210938,-2.008057,0.063598,0.096732,0.000000,-2.952393
10582,35.273000,10582,-9.752441,-0.368958,663.843750,64.085938,-42.375000,-2.215454,0.063833,0.096538,0.000000,-3.133380
10583,35.276000,10583,-9.396484,-0.208237,663.625000,63.898438,-42.511719,-1.836548,0.064060,0.096287,0.000000,-2.727967
10584,35.280000,10584,-9.188477,-0.457642,662.968750,63.736328,-42.701172,-1.878235,0.064409,0.096138,0.000000,-2.732118
10585,35.283000,10585,-9.262695,-1.012634,662.968750,63.552734,-42.919922,-1.970703,0.064739,0.095861,0.000000,-2.793076
10586,35.286000,10586,-8.893066,-1.649841,663.281250,63.369141,-43.054688,-2.026611,0.064912,0.095539,0.000000,-2.769151
10587,35.289000,10587,-9.135742,-1.087891,662.625000,63.238281,-43.281250,-1.935059,0.065318,0.095436,0.000000,-2.735878
10588,35.293000,10588,-8.653809,-0.712036,662.093750,63.041016,-43.412109,-2.076172,0.065568,0.095215,0.000000,-2.853455
10589,35.296000,10589,-8.541504,-1.233887,662.500000,62.886719,-43.650391,-2.252319,0.065887,0.094923,0.000000,-2.981810
10590,35.299000,10590,-8.839844,-1.393677,662.406250,62.667969,-43.857422,-2.478882,0.066209,0.094607,0.000000,-3.222915
