x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-24.80000E-03,,,,
-24.77500E-03,,,,
-24.75000E-03,+4.53932183E+00,+0.0E+00,+1.40339194E+00,+0.0E+00
-24.72500E-03,+4.47650776E+00,+0.0E+00,+1.38203516E+00,+0.0E+00
-24.70000E-03,+4.53932183E+00,+0.0E+00,+1.42097988E+00,+0.0E+00
-24.67500E-03,+4.53932183E+00,+0.0E+00,+1.38203516E+00,+0.0E+00
-24.65000E-03,+4.53932183E+00,+0.0E+00,+1.42223617E+00,+18.84422E-03
-24.62500E-03,+4.53932183E+00,+0.0E+00,+1.42223617E+00,+40.20100E-03
-24.60000E-03,+4.53932183E+00,+0.0E+00,+1.42223617E+00,+1.25628E-03
-24.57500E-03,+4.53932183E+00,+0.0E+00,+1.43354270E+00,+11.30653E-03
-24.55000E-03,+4.53932183E+00,+0.0E+00,+1.42223617E+00,+0.0E+00
-24.52500E-03,+4.53932183E+00,-8.79397E-03,+1.45364320E+00,+0.0E+00
-24.50000E-03,+4.53932183E+00,+0.0E+00,+1.46118089E+00,+0.0E+00
-24.47500E-03,+4.53932183E+00,+0.0E+00,+1.42223617E+00,+0.0E+00
-24.45000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.42500E-03,+4.53932183E+00,+31.40703E-03,+1.45364320E+00,+31.40703E-03
-24.40000E-03,+4.61721128E+00,-38.94472E-03,+1.46243717E+00,+0.0E+00
-24.37500E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.35000E-03,+4.57701027E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.32500E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+31.40703E-03
-24.30000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.27500E-03,+4.53932183E+00,-28.89447E-03,+1.46243717E+00,+0.0E+00
-24.25000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.22500E-03,+4.53932183E+00,+0.0E+00,+1.47123114E+00,+0.0E+00
-24.20000E-03,+4.61721128E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.17500E-03,+4.53932183E+00,+0.0E+00,+1.45113064E+00,+11.30653E-03
-24.15000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+21.35678E-03
-24.12500E-03,+4.53932183E+00,+8.79397E-03,+1.46243717E+00,-31.40703E-03
-24.10000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.07500E-03,+4.53932183E+00,-40.20100E-03,+1.46243717E+00,+11.30653E-03
-24.05000E-03,+4.53932183E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-24.02500E-03,+4.53932183E+00,+8.79397E-03,+1.43103013E+00,+8.79397E-03
-24.00000E-03,+4.53680927E+00,+0.0E+00,+1.46243717E+00,+0.0E+00
-23.97500E-03,+4.59711078E+00,-28.89447E-03,+1.46243717E+00,+0.0E+00
-23.95000E-03,+4.53932183E+00,+21.35678E-03,+1.44359295E+00,+0.0E+00
-23.92500E-03,+4.45891982E+00,-31.40703E-03,+1.14962310E+00,+232.41206E-03
-23.90000E-03,+4.37851781E+00,-38.94472E-03,+899.62311E-03,+403.26633E-03
-23.87500E-03,+4.43630676E+00,+0.0E+00,+687.31155E-03,+562.81406E-03
-23.85000E-03,+4.41620626E+00,-21.35678E-03,+516.45728E-03,+683.41708E-03
-23.82500E-03,+4.39610575E+00,+31.40703E-03,+377.01005E-03,+763.81909E-03
-23.80000E-03,+4.45640726E+00,+0.0E+00,+296.60804E-03,+844.22110E-03
-23.77500E-03,+4.43630676E+00,+0.0E+00,+216.20603E-03,+855.52763E-03
-23.75000E-03,+4.37851781E+00,+0.0E+00,+176.00502E-03,+924.62311E-03
-23.72500E-03,+4.39610575E+00,+0.0E+00,+127.01005E-03,+956.03014E-03
-23.70000E-03,+4.37851781E+00,+0.0E+00,+95.60301E-03,+964.82411E-03
-23.67500E-03,+4.45891982E+00,+28.89447E-03,+66.70854E-03,+976.13064E-03
-23.65000E-03,+4.37851781E+00,+0.0E+00,+55.40201E-03,+1.00502511E+00
-23.62500E-03,+4.44133188E+00,+0.0E+00,+23.99497E-03,+964.82411E-03
-23.60000E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.57500E-03,+4.45891982E+00,+0.0E+00,+26.50754E-03,+1.01633165E+00
-23.55000E-03,+4.37851781E+00,+18.84422E-03,+15.20100E-03,+1.00502511E+00
-23.52500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.50000E-03,+4.30062837E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.47500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.45000E-03,+4.41620626E+00,+0.0E+00,+15.20100E-03,+1.02638190E+00
-23.42500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.01381908E+00
-23.40000E-03,+4.38103038E+00,+38.94472E-03,+13.94472E-03,+1.04396984E+00
-23.37500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.01633165E+00
-23.35000E-03,+4.45891982E+00,+0.0E+00,+15.20100E-03,+1.04522612E+00
-23.32500E-03,+4.39610575E+00,+0.0E+00,-16.20603E-03,+1.03643215E+00
-23.30000E-03,+4.38103038E+00,+1.25628E-03,+15.20100E-03,+1.04396984E+00
-23.27500E-03,+4.37851781E+00,+11.30653E-03,+15.20100E-03,+1.00502511E+00
-23.25000E-03,+4.37851781E+00,+18.84422E-03,+15.20100E-03,+1.02386934E+00
-23.22500E-03,+4.39610575E+00,+0.0E+00,+15.20100E-03,+1.04522612E+00
-23.20000E-03,+4.37851781E+00,+38.94472E-03,-23.74372E-03,+1.00628140E+00
-23.17500E-03,+4.45891982E+00,+28.89447E-03,-13.69347E-03,+1.04522612E+00
-23.15000E-03,+4.42123138E+00,+0.0E+00,+15.20100E-03,+1.02386934E+00
-23.12500E-03,+4.37851781E+00,+0.0E+00,-16.20603E-03,+1.00502511E+00
-23.10000E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00628140E+00
-23.07500E-03,+4.43630676E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.05000E-03,+4.41620626E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-23.02500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.04522612E+00
-23.00000E-03,+4.37851781E+00,+0.0E+00,+13.94472E-03,+1.00502511E+00
-22.97500E-03,+4.45891982E+00,+11.30653E-03,-13.69347E-03,+1.04522612E+00
-22.95000E-03,+4.37851781E+00,+21.35678E-03,+15.20100E-03,+1.02638190E+00
-22.92500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.01381908E+00
-22.90000E-03,+4.45640726E+00,+0.0E+00,+15.20100E-03,+1.04396984E+00
-22.87500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.03391959E+00
-22.85000E-03,+4.42123138E+00,+0.0E+00,-3.64322E-03,+1.02638190E+00
-22.82500E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-22.80000E-03,+4.37851781E+00,+0.0E+00,+15.20100E-03,+1.00502511E+00
-22.77500E-03,+4.37851781E+00,+28.89447E-03,+15.20100E-03,+1.04522612E+00
-22.75000E-03,+4.41620626E+00,+0.0E+00,+15.20100E-03,+1.04522612E+00
