x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-24.80000E-03,,,,
-24.77500E-03,,,,
-24.75000E-03,+476.50781E-03,+0.0E+00,-3.64322E-03,-40.20100E-03
-24.72500E-03,+501.63343E-03,+0.0E+00,+6.40703E-03,+0.0E+00
-24.70000E-03,+516.70881E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-24.67500E-03,+461.43243E-03,+0.0E+00,+3.89447E-03,+0.0E+00
-24.65000E-03,+438.81936E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-24.62500E-03,+438.81936E-03,+0.0E+00,-16.20603E-03,+0.0E+00
-24.60000E-03,+441.33193E-03,-1.25628E-03,+13.94472E-03,-40.20100E-03
-24.57500E-03,+461.43243E-03,-28.89447E-03,+15.20100E-03,-11.30653E-03
-24.55000E-03,+3.09711079E+00,-21.35678E-03,+135.80402E-03,+0.0E+00
-24.52500E-03,+3.67248767E+00,-40.20100E-03,+256.40703E-03,-8.79397E-03
-24.50000E-03,+3.41620627E+00,-38.94472E-03,+216.20603E-03,+0.0E+00
-24.47500E-03,+3.17248768E+00,-40.20100E-03,+164.69849E-03,+0.0E+00
-24.45000E-03,+2.97399522E+00,+0.0E+00,+135.80402E-03,+0.0E+00
-24.42500E-03,+2.75288969E+00,+0.0E+00,+95.60301E-03,+0.0E+00
-24.40000E-03,+2.52927160E+00,-1.25628E-03,+94.34673E-03,+0.0E+00
-24.37500E-03,+2.69007562E+00,+0.0E+00,+84.29648E-03,+0.0E+00
-24.35000E-03,+2.49158316E+00,+0.0E+00,+55.40201E-03,+0.0E+00
-24.32500E-03,+2.30565351E+00,+0.0E+00,+15.20100E-03,+0.0E+00
-24.30000E-03,+2.20515100E+00,+0.0E+00,+15.20100E-03,+0.0E+00
-24.27500E-03,+2.02424648E+00,+0.0E+00,+44.09548E-03,+0.0E+00
-24.25000E-03,+1.84836709E+00,+0.0E+00,+36.55779E-03,+18.84422E-03
-24.22500E-03,+2.35087964E+00,-31.40703E-03,+15.20100E-03,-31.40703E-03
-24.20000E-03,+3.41620627E+00,+0.0E+00,+176.00502E-03,+0.0E+00
-24.17500E-03,+3.23027662E+00,+0.0E+00,+135.80402E-03,+0.0E+00
-24.15000E-03,+3.01168366E+00,+0.0E+00,+95.60301E-03,+0.0E+00
-24.12500E-03,+2.77047763E+00,+0.0E+00,+78.01507E-03,+0.0E+00
-24.10000E-03,+2.52927160E+00,-38.94472E-03,+56.65829E-03,+38.94472E-03
-24.07500E-03,+2.42625653E+00,+0.0E+00,+55.40201E-03,+0.0E+00
-24.05000E-03,+2.16997512E+00,+0.0E+00,+34.04523E-03,+0.0E+00
-24.02500E-03,+2.04685955E+00,-31.40703E-03,-16.20603E-03,+0.0E+00
-24.00000E-03,+1.88605553E+00,-38.94472E-03,+15.20100E-03,+38.94472E-03
-23.97500E-03,+1.78304045E+00,+0.0E+00,+3.89447E-03,-11.30653E-03
-23.95000E-03,+1.64484950E+00,-40.20100E-03,+15.20100E-03,+0.0E+00
-23.92500E-03,+1.50163342E+00,-8.79397E-03,+6.40703E-03,+0.0E+00
-23.90000E-03,+1.40364347E+00,+0.0E+00,+13.94472E-03,-38.94472E-03
-23.87500E-03,+1.32324146E+00,+0.0E+00,+3.89447E-03,-28.89447E-03
-23.85000E-03,+1.28052790E+00,-18.84422E-03,+15.20100E-03,+0.0E+00
-23.82500E-03,+1.22525152E+00,+0.0E+00,+15.20100E-03,+0.0E+00
-23.80000E-03,+1.15992488E+00,+0.0E+00,+13.94472E-03,+0.0E+00
-23.77500E-03,+1.00163343E+00,+0.0E+00,-13.69347E-03,+11.30653E-03
-23.75000E-03,+1.00163343E+00,+0.0E+00,-3.64322E-03,+0.0E+00
-23.72500E-03,+1.00163343E+00,+0.0E+00,-16.20603E-03,+0.0E+00
-23.70000E-03,+840.82941E-03,-38.94472E-03,-25.00000E-03,+0.0E+00
-23.67500E-03,+840.82941E-03,+11.30653E-03,-13.69347E-03,-28.89447E-03
-23.65000E-03,+840.82941E-03,+0.0E+00,-6.15578E-03,+0.0E+00
-23.62500E-03,+760.42740E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-23.60000E-03,+757.91484E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-23.57500E-03,+680.02539E-03,+28.89447E-03,+3.89447E-03,-28.89447E-03
-23.55000E-03,+680.02539E-03,-21.35678E-03,-25.00000E-03,+0.0E+00
-23.52500E-03,+617.21132E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-23.50000E-03,+599.62338E-03,+0.0E+00,+13.94472E-03,+0.0E+00
-23.47500E-03,+599.62338E-03,-28.89447E-03,-25.00000E-03,+0.0E+00
-23.45000E-03,+599.62338E-03,-18.84422E-03,-25.00000E-03,-18.84422E-03
-23.42500E-03,+599.62338E-03,-31.40703E-03,+15.20100E-03,+0.0E+00
-23.40000E-03,+519.22137E-03,+0.0E+00,-25.00000E-03,+0.0E+00
-23.37500E-03,+519.22137E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-23.35000E-03,+561.93494E-03,+0.0E+00,-25.00000E-03,+0.0E+00
-23.32500E-03,+501.63343E-03,-8.79397E-03,+15.20100E-03,+0.0E+00
-23.30000E-03,+519.22137E-03,+0.0E+00,-25.00000E-03,+0.0E+00
-23.27500E-03,+519.22137E-03,+0.0E+00,-25.00000E-03,+0.0E+00
-23.25000E-03,+519.22137E-03,-21.35678E-03,+15.20100E-03,+0.0E+00
-23.22500E-03,+456.40730E-03,-31.40703E-03,-25.00000E-03,+0.0E+00
-23.20000E-03,+516.70881E-03,-1.25628E-03,+13.94472E-03,-1.25628E-03
-23.17500E-03,+519.22137E-03,-11.30653E-03,+3.89447E-03,-11.30653E-03
-23.15000E-03,+481.53293E-03,+0.0E+00,+15.20100E-03,-18.84422E-03
-23.12500E-03,+519.22137E-03,+0.0E+00,+6.40703E-03,-31.40703E-03
-23.10000E-03,+441.33193E-03,+0.0E+00,+13.94472E-03,+0.0E+00
-23.07500E-03,+496.60831E-03,+0.0E+00,+3.89447E-03,+0.0E+00
-23.05000E-03,+438.81936E-03,+0.0E+00,-3.64322E-03,+0.0E+00
-23.02500E-03,+438.81936E-03,+0.0E+00,+6.40703E-03,+0.0E+00
-23.00000E-03,+441.33193E-03,+0.0E+00,-23.74372E-03,+0.0E+00
-22.97500E-03,+438.81936E-03,+0.0E+00,-25.00000E-03,-11.30653E-03
-22.95000E-03,+476.50781E-03,+0.0E+00,+15.20100E-03,-18.84422E-03
-22.92500E-03,+438.81936E-03,-31.40703E-03,+15.20100E-03,+0.0E+00
-22.90000E-03,+438.81936E-03,-1.25628E-03,-23.74372E-03,-1.25628E-03
-22.87500E-03,+438.81936E-03,-28.89447E-03,+15.20100E-03,+0.0E+00
-22.85000E-03,+438.81936E-03,+0.0E+00,-6.15578E-03,+0.0E+00
-22.82500E-03,+456.40730E-03,+0.0E+00,+6.40703E-03,+0.0E+00
-22.80000E-03,+438.81936E-03,+0.0E+00,+13.94472E-03,-38.94472E-03
-22.77500E-03,+438.81936E-03,+0.0E+00,-25.00000E-03,+0.0E+00
-22.75000E-03,+438.81936E-03,-18.84422E-03,-25.00000E-03,+0.0E+00
-22.72500E-03,+438.81936E-03,+0.0E+00,+15.20100E-03,+8.79397E-03
-22.70000E-03,+438.81936E-03,+0.0E+00,+13.94472E-03,-38.94472E-03
-22.67500E-03,+438.81936E-03,+0.0E+00,+15.20100E-03,+0.0E+00
-22.65000E-03,+438.81936E-03,-21.35678E-03,-25.00000E-03,+0.0E+00
